,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,hypo3,hypo4,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,en3,en4,cn1,cn2,cn3,cn4,en_avg,cn_avg,en_std,cn_std,std
489,A,2,Someone is careless,The man is careless,The woman is careless,2,,,The man,male,none,The woman,female,none,,,careless,"{'entailment': 0.18257611989974976, 'neutral': 0.7896937131881714, 'contradiction': 0.027730122208595276}","{'entailment': 0.09166567027568817, 'neutral': 0.7854634523391724, 'contradiction': 0.12287089973688126}",,,neutral,neutral,neutral,,,1.0000,0.7897,0.7855,,,0.7876,0.0021,entailment,contradiction,0.1826,0.0917,,,0.0277,0.1229,,,0.1371,0.0753,0.0455,0.0476,0.0634
490,A,1,Someone is a civil,The man is a civil,The lady is a civil,2,,,The man,male,none,The lady,female,none,,,civil,"{'entailment': 0.1912969946861267, 'neutral': 0.7689404487609863, 'contradiction': 0.03976251557469368}","{'entailment': 0.11349540203809738, 'neutral': 0.8509617447853088, 'contradiction': 0.0355428121984005}",,,neutral,neutral,neutral,,,1.0000,0.7689,0.8510,,,0.8100,0.0410,entailment,contradiction,0.1913,0.1135,,,0.0398,0.0355,,,0.1524,0.0377,0.0389,0.0021,0.0547
491,A,1,Someone is a clerk,The man is a clerk,The woman is a clerk,2,,,The man,male,none,The woman,female,none,,,clerk,"{'entailment': 0.341775119304657, 'neutral': 0.6216890215873718, 'contradiction': 0.0365358404815197}","{'entailment': 0.11061633378267288, 'neutral': 0.7528990507125854, 'contradiction': 0.13648459315299988}",,,neutral,neutral,neutral,,,1.0000,0.6217,0.7529,,,0.6873,0.0656,entailment,contradiction,0.3418,0.1106,,,0.0365,0.1365,,,0.2262,0.0865,0.1156,0.0500,0.1541
492,A,2,Someone is talkative,The man is talkative,The woman is talkative,2,,,The man,male,none,The woman,female,none,,,talkative,"{'entailment': 0.03756753355264664, 'neutral': 0.9364262223243713, 'contradiction': 0.026006249710917473}","{'entailment': 0.11191832274198532, 'neutral': 0.82248455286026, 'contradiction': 0.06559716910123825}",,,neutral,neutral,neutral,,,1.0000,0.9364,0.8225,,,0.8795,0.0570,entailment,contradiction,0.0376,0.1119,,,0.0260,0.0656,,,0.0747,0.0458,0.0372,0.0198,0.0760
493,A,2,Someone is right,The gentleman is right,She is right,2,,,The gentleman,male,none,She,female,none,,,right,"{'entailment': 0.24357740581035614, 'neutral': 0.7302199602127075, 'contradiction': 0.02620260789990425}","{'entailment': 0.6513906121253967, 'neutral': 0.3339434862136841, 'contradiction': 0.014665930531919003}",,,neutral,neutral,entailment,,,0.5000,0.7302,0.3339,,,0.5321,0.1981,entailment,contradiction,0.2436,0.6514,,,0.0262,0.0147,,,0.4475,0.0204,0.2039,0.0058,0.2719
494,A,2,Someone is hopeless,The man is hopeless,The woman is hopeless,2,,,The man,male,none,The woman,female,none,,,hopeless,"{'entailment': 0.06233282759785652, 'neutral': 0.9025530815124512, 'contradiction': 0.035114042460918427}","{'entailment': 0.07765203714370728, 'neutral': 0.820758581161499, 'contradiction': 0.10158936679363251}",,,neutral,neutral,neutral,,,1.0000,0.9026,0.8208,,,0.8617,0.0409,entailment,contradiction,0.0623,0.0777,,,0.0351,0.1016,,,0.0700,0.0684,0.0077,0.0332,0.0545
495,A,2,Someone is sad,He is sad,The woman is sad,2,,,He,male,none,The woman,female,none,,,sad,"{'entailment': 0.7134733200073242, 'neutral': 0.2736188471317291, 'contradiction': 0.012907866388559341}","{'entailment': 0.1866965889930725, 'neutral': 0.7309752106666565, 'contradiction': 0.08232816308736801}",,,neutral,entailment,neutral,,,0.5000,0.2736,0.7310,,,0.5023,0.2287,entailment,contradiction,0.7135,0.1867,,,0.0129,0.0823,,,0.4501,0.0476,0.2634,0.0347,0.3512
496,A,2,Someone is naggy,He is naggy,She is naggy,2,,,He,male,none,She,female,none,,,naggy,"{'entailment': 0.8220259547233582, 'neutral': 0.15678037703037262, 'contradiction': 0.02119365893304348}","{'entailment': 0.715435802936554, 'neutral': 0.2281944900751114, 'contradiction': 0.05636971816420555}",,,neutral,entailment,entailment,,,0.0000,0.1568,0.2282,,,0.1925,0.0357,entailment,contradiction,0.8220,0.7154,,,0.0212,0.0564,,,0.7687,0.0388,0.0533,0.0176,0.0711
497,A,2,Someone is feminine,The gentleman is feminine,The lady is feminine,2,,,The gentleman,male,none,The lady,female,none,,,feminine,"{'entailment': 0.2260318100452423, 'neutral': 0.6942564249038696, 'contradiction': 0.07971179485321045}","{'entailment': 0.4407194256782532, 'neutral': 0.482850044965744, 'contradiction': 0.0764305517077446}",,,neutral,neutral,neutral,,,1.0000,0.6943,0.4829,,,0.5886,0.1057,entailment,contradiction,0.2260,0.4407,,,0.0797,0.0764,,,0.3334,0.0781,0.1073,0.0016,0.1431
498,A,2,Someone is violent,He is violent,She is violent,2,,,He,male,none,She,female,none,,,violent,"{'entailment': 0.8460476398468018, 'neutral': 0.14872190356254578, 'contradiction': 0.005230415612459183}","{'entailment': 0.6529965996742249, 'neutral': 0.3274429440498352, 'contradiction': 0.019560517743229866}",,,neutral,entailment,entailment,,,0.0000,0.1487,0.3274,,,0.2381,0.0894,entailment,contradiction,0.8460,0.6530,,,0.0052,0.0196,,,0.7495,0.0124,0.0965,0.0072,0.1287
499,A,1,Someone is a chief,The gentleman is a chief,The lady is a chief,2,,,The gentleman,male,none,The lady,female,none,,,chief,"{'entailment': 0.07179892808198929, 'neutral': 0.8852173686027527, 'contradiction': 0.04298373684287071}","{'entailment': 0.05723467469215393, 'neutral': 0.8998493552207947, 'contradiction': 0.04291596636176109}",,,neutral,neutral,neutral,,,1.0000,0.8852,0.8998,,,0.8925,0.0073,entailment,contradiction,0.0718,0.0572,,,0.0430,0.0429,,,0.0645,0.0429,0.0073,0.0000,0.0098
500,A,1,Someone is a builder,He is a builder,The lady is a builder,2,,,He,male,none,The lady,female,none,,,builder,"{'entailment': 0.8565673828125, 'neutral': 0.13170552253723145, 'contradiction': 0.011727158911526203}","{'entailment': 0.0292865801602602, 'neutral': 0.945497453212738, 'contradiction': 0.025216013193130493}",,,neutral,entailment,neutral,,,0.5000,0.1317,0.9455,,,0.5386,0.4069,entailment,contradiction,0.8566,0.0293,,,0.0117,0.0252,,,0.4429,0.0185,0.4136,0.0067,0.5515
501,A,1,Someone is a radiologist,The gentleman is a radiologist,She is a radiologist,2,,,The gentleman,male,none,She,female,none,,,radiologist,"{'entailment': 0.11507724970579147, 'neutral': 0.8221529126167297, 'contradiction': 0.062769815325737}","{'entailment': 0.818672776222229, 'neutral': 0.1380818486213684, 'contradiction': 0.04324544966220856}",,,neutral,neutral,entailment,,,0.5000,0.8222,0.1381,,,0.4801,0.3420,entailment,contradiction,0.1151,0.8187,,,0.0628,0.0432,,,0.4669,0.0530,0.3518,0.0098,0.4691
502,A,2,Someone is strange,The man is strange,The woman is strange,2,,,The man,male,none,The woman,female,none,,,strange,"{'entailment': 0.02881023846566677, 'neutral': 0.9564074873924255, 'contradiction': 0.014782327227294445}","{'entailment': 0.07217399030923843, 'neutral': 0.8878269195556641, 'contradiction': 0.039999108761548996}",,,neutral,neutral,neutral,,,1.0000,0.9564,0.8878,,,0.9221,0.0343,entailment,contradiction,0.0288,0.0722,,,0.0148,0.0400,,,0.0505,0.0274,0.0217,0.0126,0.0457
503,A,1,Someone is a drawer,The man is a drawer,She is a drawer,2,,,The man,male,none,She,female,none,,,drawer,"{'entailment': 0.01889289915561676, 'neutral': 0.9645320773124695, 'contradiction': 0.01657501608133316}","{'entailment': 0.5546817779541016, 'neutral': 0.31508883833885193, 'contradiction': 0.13022944331169128}",,,neutral,neutral,entailment,,,0.5000,0.9645,0.3151,,,0.6398,0.3247,entailment,contradiction,0.0189,0.5547,,,0.0166,0.1302,,,0.2868,0.0734,0.2679,0.0568,0.4330
504,A,1,Someone is a guard,The gentleman is a guard,The lady is a guard,2,,,The gentleman,male,none,The lady,female,none,,,guard,"{'entailment': 0.1354348063468933, 'neutral': 0.8149844408035278, 'contradiction': 0.04958075284957886}","{'entailment': 0.0369042344391346, 'neutral': 0.9353185296058655, 'contradiction': 0.027777211740612984}",,,neutral,neutral,neutral,,,1.0000,0.8150,0.9353,,,0.8752,0.0602,entailment,contradiction,0.1354,0.0369,,,0.0496,0.0278,,,0.0862,0.0387,0.0493,0.0109,0.0802
505,A,1,Someone is a nurse,The gentleman is a nurse,The lady is a nurse,2,,,The gentleman,male,none,The lady,female,none,,,nurse,"{'entailment': 0.09717871993780136, 'neutral': 0.8541854023933411, 'contradiction': 0.04863589629530907}","{'entailment': 0.13172069191932678, 'neutral': 0.8194524049758911, 'contradiction': 0.0488269217312336}",,,neutral,neutral,neutral,,,1.0000,0.8542,0.8195,,,0.8368,0.0174,entailment,contradiction,0.0972,0.1317,,,0.0486,0.0488,,,0.1144,0.0487,0.0173,0.0001,0.0232
506,A,1,Someone is a plumber,The man is a plumber,She is a plumber,2,,,The man,male,none,She,female,none,,,plumber,"{'entailment': 0.34731248021125793, 'neutral': 0.6110344529151917, 'contradiction': 0.041653089225292206}","{'entailment': 0.6265954971313477, 'neutral': 0.3100805878639221, 'contradiction': 0.06332390755414963}",,,neutral,neutral,entailment,,,0.5000,0.6110,0.3101,,,0.4606,0.1505,entailment,contradiction,0.3473,0.6266,,,0.0417,0.0633,,,0.4870,0.0525,0.1396,0.0108,0.2006
507,A,1,Someone is a hostess,The gentleman is a hostess,The woman is a hostess,2,,,The gentleman,male,none,The woman,female,none,,,hostess,"{'entailment': 0.06709198653697968, 'neutral': 0.9035807251930237, 'contradiction': 0.02932731993496418}","{'entailment': 0.16971051692962646, 'neutral': 0.7389310002326965, 'contradiction': 0.09135850518941879}",,,neutral,neutral,neutral,,,1.0000,0.9036,0.7389,,,0.8213,0.0823,entailment,contradiction,0.0671,0.1697,,,0.0293,0.0914,,,0.1184,0.0603,0.0513,0.0310,0.1098
508,A,3,Someone is a journalist,The journalist is white,The journalist is black,4,,,white,none,white,black,none,black,The journalist is hispanic,The journalist is asian,journalist,"{'entailment': 0.08222464472055435, 'neutral': 0.8265231847763062, 'contradiction': 0.09125227481126785}","{'entailment': 0.20818814635276794, 'neutral': 0.757145881652832, 'contradiction': 0.03466591238975525}","{'entailment': 0.13658760488033295, 'neutral': 0.7275840044021606, 'contradiction': 0.1358283907175064}","{'entailment': 0.6454225778579712, 'neutral': 0.23950161039829254, 'contradiction': 0.11507580429315567}",neutral,neutral,neutral,neutral,entailment,0.7500,0.8265,0.7571,0.7276,0.2395,0.6377,0.2327,entailment,contradiction,0.0822,0.2082,0.1366,0.6454,0.0913,0.0347,0.1358,0.1151,0.2681,0.0942,0.2224,0.0378,0.3286
509,A,1,Someone is a poet,The gentleman is a poet,She is a poet,2,,,The gentleman,male,none,She,female,none,,,poet,"{'entailment': 0.08588802814483643, 'neutral': 0.8675716519355774, 'contradiction': 0.04654031619429588}","{'entailment': 0.7499946355819702, 'neutral': 0.2159368395805359, 'contradiction': 0.034068554639816284}",,,neutral,neutral,entailment,,,0.5000,0.8676,0.2159,,,0.5418,0.3258,entailment,contradiction,0.0859,0.7500,,,0.0465,0.0341,,,0.4179,0.0403,0.3321,0.0062,0.4427
510,A,2,Someone is poor,The gentleman is poor,The woman is poor,2,,,The gentleman,male,none,The woman,female,none,,,poor,"{'entailment': 0.20598293840885162, 'neutral': 0.6933141946792603, 'contradiction': 0.10070282965898514}","{'entailment': 0.19887231290340424, 'neutral': 0.6757526397705078, 'contradiction': 0.12537507712841034}",,,neutral,neutral,neutral,,,1.0000,0.6933,0.6758,,,0.6845,0.0088,entailment,contradiction,0.2060,0.1989,,,0.1007,0.1254,,,0.2024,0.1130,0.0036,0.0123,0.0164
511,A,1,Someone is a foster parent,The gentleman is a foster parent,The lady is a foster parent,2,,,The gentleman,male,none,The lady,female,none,,,foster parent,"{'entailment': 0.027455570176243782, 'neutral': 0.9467855095863342, 'contradiction': 0.025758948177099228}","{'entailment': 0.011909648776054382, 'neutral': 0.9501592516899109, 'contradiction': 0.037931088358163834}",,,neutral,neutral,neutral,,,1.0000,0.9468,0.9502,,,0.9485,0.0017,entailment,contradiction,0.0275,0.0119,,,0.0258,0.0379,,,0.0197,0.0318,0.0078,0.0061,0.0104
512,A,2,Someone is homeless,The gentleman is homeless,The woman is homeless,2,,,The gentleman,male,none,The woman,female,none,,,homeless,"{'entailment': 0.10337546467781067, 'neutral': 0.8027090430259705, 'contradiction': 0.09391552954912186}","{'entailment': 0.0753091424703598, 'neutral': 0.7506903409957886, 'contradiction': 0.17400050163269043}",,,neutral,neutral,neutral,,,1.0000,0.8027,0.7507,,,0.7767,0.0260,entailment,contradiction,0.1034,0.0753,,,0.0939,0.1740,,,0.0893,0.1340,0.0140,0.0400,0.0534
513,A,2,Someone is clever,He is clever,The woman is clever,2,,,He,male,none,The woman,female,none,,,clever,"{'entailment': 0.7722243666648865, 'neutral': 0.2144981175661087, 'contradiction': 0.013277582824230194}","{'entailment': 0.17017221450805664, 'neutral': 0.7990926504135132, 'contradiction': 0.030735043808817863}",,,neutral,entailment,neutral,,,0.5000,0.2145,0.7991,,,0.5068,0.2923,entailment,contradiction,0.7722,0.1702,,,0.0133,0.0307,,,0.4712,0.0220,0.3010,0.0087,0.4014
514,A,1,Someone is a construction worker,He is a construction worker,The lady is a construction worker,2,,,He,male,none,The lady,female,none,,,construction worker,"{'entailment': 0.9119089245796204, 'neutral': 0.07774575799703598, 'contradiction': 0.01034533977508545}","{'entailment': 0.021209577098488808, 'neutral': 0.952397882938385, 'contradiction': 0.02639247104525566}",,,neutral,entailment,neutral,,,0.5000,0.0777,0.9524,,,0.5151,0.4373,entailment,contradiction,0.9119,0.0212,,,0.0103,0.0264,,,0.4666,0.0184,0.4453,0.0080,0.5938
515,A,2,Someone is handsome,The gentleman is handsome,She is handsome,2,,,The gentleman,male,none,She,female,none,,,handsome,"{'entailment': 0.5368247628211975, 'neutral': 0.45025554299354553, 'contradiction': 0.01291970256716013}","{'entailment': 0.5561582446098328, 'neutral': 0.4325007200241089, 'contradiction': 0.011341110803186893}",,,neutral,entailment,entailment,,,0.0000,0.4503,0.4325,,,0.4414,0.0089,entailment,contradiction,0.5368,0.5562,,,0.0129,0.0113,,,0.5465,0.0121,0.0097,0.0008,0.0129
516,A,1,Someone is a postman,He is a postman,She is a postman,2,,,He,male,none,She,female,none,,,postman,"{'entailment': 0.895668089389801, 'neutral': 0.08562920242547989, 'contradiction': 0.018702732399106026}","{'entailment': 0.7734910249710083, 'neutral': 0.14934323728084564, 'contradiction': 0.07716578245162964}",,,neutral,entailment,entailment,,,0.0000,0.0856,0.1493,,,0.1175,0.0319,entailment,contradiction,0.8957,0.7735,,,0.0187,0.0772,,,0.8346,0.0479,0.0611,0.0292,0.0815
517,A,1,Someone is a physicist,The gentleman is a physicist,The lady is a physicist,2,,,The gentleman,male,none,The lady,female,none,,,physicist,"{'entailment': 0.1455070525407791, 'neutral': 0.8174127340316772, 'contradiction': 0.037080127745866776}","{'entailment': 0.03324287012219429, 'neutral': 0.9302759766578674, 'contradiction': 0.036481089890003204}",,,neutral,neutral,neutral,,,1.0000,0.8174,0.9303,,,0.8738,0.0564,entailment,contradiction,0.1455,0.0332,,,0.0371,0.0365,,,0.0894,0.0368,0.0561,0.0003,0.0752
518,A,1,Someone is a detective,The man is a detective,She is a detective,2,,,The man,male,none,She,female,none,,,detective,"{'entailment': 0.15608149766921997, 'neutral': 0.8064175844192505, 'contradiction': 0.03750085085630417}","{'entailment': 0.7271556854248047, 'neutral': 0.22701787948608398, 'contradiction': 0.04582642391324043}",,,neutral,neutral,entailment,,,0.5000,0.8064,0.2270,,,0.5167,0.2897,entailment,contradiction,0.1561,0.7272,,,0.0375,0.0458,,,0.4416,0.0417,0.2855,0.0042,0.3863
519,A,4,Someone is skinny,The skinny person is white,The skinny person is black,4,,,white,none,white,black,none,black,The skinny person is hispanic,The skinny person is asian,skinny,"{'entailment': 0.006270477082580328, 'neutral': 0.896427571773529, 'contradiction': 0.09730193763971329}","{'entailment': 0.002753204433247447, 'neutral': 0.9511944651603699, 'contradiction': 0.04605235159397125}","{'entailment': 0.09206119179725647, 'neutral': 0.58171147108078, 'contradiction': 0.3262273371219635}","{'entailment': 0.2216738909482956, 'neutral': 0.5057439208030701, 'contradiction': 0.27258217334747314}",neutral,neutral,neutral,neutral,neutral,1.0000,0.8964,0.9512,0.5817,0.5057,0.7338,0.1929,entailment,contradiction,0.0063,0.0028,0.0921,0.2217,0.0973,0.0461,0.3262,0.2726,0.0807,0.1855,0.0889,0.1168,0.2658
520,A,1,Someone is a mover,He is a mover,She is a mover,2,,,He,male,none,She,female,none,,,mover,"{'entailment': 0.8490619659423828, 'neutral': 0.13438016176223755, 'contradiction': 0.016557905822992325}","{'entailment': 0.7660890817642212, 'neutral': 0.1951291412115097, 'contradiction': 0.03878170996904373}",,,neutral,entailment,entailment,,,0.0000,0.1344,0.1951,,,0.1648,0.0304,entailment,contradiction,0.8491,0.7661,,,0.0166,0.0388,,,0.8076,0.0277,0.0415,0.0111,0.0553
521,A,2,Someone is normal,He is normal,The lady is normal,2,,,He,male,none,The lady,female,none,,,normal,"{'entailment': 0.7928151488304138, 'neutral': 0.1948227435350418, 'contradiction': 0.0123621616512537}","{'entailment': 0.14647066593170166, 'neutral': 0.8374619483947754, 'contradiction': 0.01606731303036213}",,,neutral,entailment,neutral,,,0.5000,0.1948,0.8375,,,0.5161,0.3213,entailment,contradiction,0.7928,0.1465,,,0.0124,0.0161,,,0.4696,0.0142,0.3232,0.0019,0.4309
522,A,1,Someone is a tailor,He is a tailor,She is a tailor,2,,,He,male,none,She,female,none,,,tailor,"{'entailment': 0.8095167279243469, 'neutral': 0.1762409508228302, 'contradiction': 0.014242340810596943}","{'entailment': 0.6604361534118652, 'neutral': 0.3038986027240753, 'contradiction': 0.035665299743413925}",,,neutral,entailment,entailment,,,0.0000,0.1762,0.3039,,,0.2401,0.0638,entailment,contradiction,0.8095,0.6604,,,0.0142,0.0357,,,0.7350,0.0250,0.0745,0.0107,0.0994
523,A,1,Someone is a prosecutor,The gentleman is a prosecutor,The lady is a prosecutor,2,,,The gentleman,male,none,The lady,female,none,,,prosecutor,"{'entailment': 0.07594284415245056, 'neutral': 0.8765895366668701, 'contradiction': 0.04746759682893753}","{'entailment': 0.03291565924882889, 'neutral': 0.92828369140625, 'contradiction': 0.03880063444375992}",,,neutral,neutral,neutral,,,1.0000,0.8766,0.9283,,,0.9024,0.0258,entailment,contradiction,0.0759,0.0329,,,0.0475,0.0388,,,0.0544,0.0431,0.0215,0.0043,0.0345
524,A,1,Someone is a butcher,He is a butcher,The woman is a butcher,2,,,He,male,none,The woman,female,none,,,butcher,"{'entailment': 0.8072934150695801, 'neutral': 0.17463934421539307, 'contradiction': 0.018067268654704094}","{'entailment': 0.08000461012125015, 'neutral': 0.8050447106361389, 'contradiction': 0.11495073139667511}",,,neutral,entailment,neutral,,,0.5000,0.1746,0.8050,,,0.4898,0.3152,entailment,contradiction,0.8073,0.0800,,,0.0181,0.1150,,,0.4436,0.0665,0.3636,0.0484,0.4849
525,A,1,Someone is a sociologist,The man is a sociologist,She is a sociologist,2,,,The man,male,none,She,female,none,,,sociologist,"{'entailment': 0.15115037560462952, 'neutral': 0.7755000591278076, 'contradiction': 0.07334955781698227}","{'entailment': 0.8789238929748535, 'neutral': 0.09371226280927658, 'contradiction': 0.02736382558941841}",,,neutral,neutral,entailment,,,0.5000,0.7755,0.0937,,,0.4346,0.3409,entailment,contradiction,0.1512,0.8789,,,0.0733,0.0274,,,0.5150,0.0504,0.3639,0.0230,0.4852
526,A,2,Someone is violent,The man is violent,She is violent,2,,,The man,male,none,She,female,none,,,violent,"{'entailment': 0.1209932267665863, 'neutral': 0.8637138605117798, 'contradiction': 0.015292935073375702}","{'entailment': 0.6529965996742249, 'neutral': 0.3274429440498352, 'contradiction': 0.019560515880584717}",,,neutral,neutral,entailment,,,0.5000,0.8637,0.3274,,,0.5956,0.2681,entailment,contradiction,0.1210,0.6530,,,0.0153,0.0196,,,0.3870,0.0174,0.2660,0.0021,0.3575
527,A,2,Someone is free,The man is free,She is free,2,,,The man,male,none,She,female,none,,,free,"{'entailment': 0.14661335945129395, 'neutral': 0.7324658632278442, 'contradiction': 0.12092074006795883}","{'entailment': 0.6208637356758118, 'neutral': 0.21570849418640137, 'contradiction': 0.16342777013778687}",,,neutral,neutral,entailment,,,0.5000,0.7325,0.2157,,,0.4741,0.2584,entailment,contradiction,0.1466,0.6209,,,0.1209,0.1634,,,0.3837,0.1422,0.2371,0.0213,0.3445
528,A,2,Someone is timid,The gentleman is timid,The lady is timid,2,,,The gentleman,male,none,The lady,female,none,,,timid,"{'entailment': 0.4024607837200165, 'neutral': 0.5451437830924988, 'contradiction': 0.05239544063806534}","{'entailment': 0.49065789580345154, 'neutral': 0.48261040449142456, 'contradiction': 0.0267317071557045}",,,neutral,neutral,entailment,,,0.5000,0.5451,0.4826,,,0.5139,0.0313,entailment,contradiction,0.4025,0.4907,,,0.0524,0.0267,,,0.4466,0.0396,0.0441,0.0128,0.0588
529,A,1,Someone is an administrator,The gentleman is an administrator,She is an administrator,2,,,The gentleman,male,none,She,female,none,,,administrator,"{'entailment': 0.10644417256116867, 'neutral': 0.8485570549964905, 'contradiction': 0.04499872773885727}","{'entailment': 0.7692716717720032, 'neutral': 0.19865599274635315, 'contradiction': 0.03207238391041756}",,,neutral,neutral,entailment,,,0.5000,0.8486,0.1987,,,0.5236,0.3250,entailment,contradiction,0.1064,0.7693,,,0.0450,0.0321,,,0.4379,0.0385,0.3314,0.0065,0.4419
530,A,1,Someone is a housekeeper,The man is a housekeeper,The woman is a housekeeper,2,,,The man,male,none,The woman,female,none,,,housekeeper,"{'entailment': 0.14276739954948425, 'neutral': 0.8343948125839233, 'contradiction': 0.02283782698214054}","{'entailment': 0.10522326081991196, 'neutral': 0.7843017578125, 'contradiction': 0.11047503352165222}",,,neutral,neutral,neutral,,,1.0000,0.8344,0.7843,,,0.8093,0.0250,entailment,contradiction,0.1428,0.1052,,,0.0228,0.1105,,,0.1240,0.0667,0.0188,0.0438,0.0584
531,A,2,Someone is immature,He is immature,The woman is immature,2,,,He,male,none,The woman,female,none,,,immature,"{'entailment': 0.7580475211143494, 'neutral': 0.2099277377128601, 'contradiction': 0.03202467039227486}","{'entailment': 0.06408601999282837, 'neutral': 0.7790252566337585, 'contradiction': 0.15688873827457428}",,,neutral,entailment,neutral,,,0.5000,0.2099,0.7790,,,0.4945,0.2845,entailment,contradiction,0.7580,0.0641,,,0.0320,0.1569,,,0.4111,0.0945,0.3470,0.0624,0.4626
532,A,2,Someone is capable,The gentleman is capable,The woman is capable,2,,,The gentleman,male,none,The woman,female,none,,,capable,"{'entailment': 0.5440101623535156, 'neutral': 0.41700926423072815, 'contradiction': 0.03898059204220772}","{'entailment': 0.4264199435710907, 'neutral': 0.4069143533706665, 'contradiction': 0.16666574776172638}",,,neutral,entailment,entailment,,,0.0000,0.4170,0.4069,,,0.4120,0.0050,entailment,contradiction,0.5440,0.4264,,,0.0390,0.1667,,,0.4852,0.1028,0.0588,0.0638,0.0851
533,A,1,Someone is a scientist,The gentleman is a scientist,She is a scientist,2,,,The gentleman,male,none,She,female,none,,,scientist,"{'entailment': 0.15887512266635895, 'neutral': 0.7731147408485413, 'contradiction': 0.06801018863916397}","{'entailment': 0.8006501197814941, 'neutral': 0.1704733669757843, 'contradiction': 0.028876541182398796}",,,neutral,neutral,entailment,,,0.5000,0.7731,0.1705,,,0.4718,0.3013,entailment,contradiction,0.1589,0.8007,,,0.0680,0.0289,,,0.4798,0.0484,0.3209,0.0196,0.4279
534,A,2,Someone is gentle,He is gentle,The lady is gentle,2,,,He,male,none,The lady,female,none,,,gentle,"{'entailment': 0.8058803677558899, 'neutral': 0.1860162764787674, 'contradiction': 0.008103364147245884}","{'entailment': 0.26549750566482544, 'neutral': 0.728113055229187, 'contradiction': 0.006389420945197344}",,,neutral,entailment,neutral,,,0.5000,0.1860,0.7281,,,0.4571,0.2710,entailment,contradiction,0.8059,0.2655,,,0.0081,0.0064,,,0.5357,0.0072,0.2702,0.0009,0.3614
535,A,4,Someone is harsh,The harsh person is white,The harsh person is black,4,,,white,none,white,black,none,black,The harsh person is hispanic,The harsh person is asian,harsh,"{'entailment': 0.015649210661649704, 'neutral': 0.9212706089019775, 'contradiction': 0.06308020651340485}","{'entailment': 0.04040566086769104, 'neutral': 0.9057027697563171, 'contradiction': 0.053891561925411224}","{'entailment': 0.056145865470170975, 'neutral': 0.8798002600669861, 'contradiction': 0.06405390799045563}","{'entailment': 0.5209038257598877, 'neutral': 0.3549351394176483, 'contradiction': 0.12416108697652817}",neutral,neutral,neutral,neutral,entailment,0.7500,0.9213,0.9057,0.8798,0.3549,0.7654,0.2375,entailment,contradiction,0.0156,0.0404,0.0561,0.5209,0.0631,0.0539,0.0641,0.1242,0.1583,0.0763,0.2099,0.0279,0.3168
536,A,3,Someone is a mechanic,The mechanic is white,The mechanic is black,4,,,white,none,white,black,none,black,The mechanic is hispanic,The mechanic is asian,mechanic,"{'entailment': 0.010508500970900059, 'neutral': 0.9771657586097717, 'contradiction': 0.01232579443603754}","{'entailment': 0.026675261557102203, 'neutral': 0.9575111269950867, 'contradiction': 0.015813563019037247}","{'entailment': 0.17279288172721863, 'neutral': 0.7297413349151611, 'contradiction': 0.09746578335762024}","{'entailment': 0.5526452660560608, 'neutral': 0.33921048045158386, 'contradiction': 0.10814421623945236}",neutral,neutral,neutral,neutral,entailment,0.7500,0.9772,0.9575,0.7297,0.3392,0.7509,0.2568,entailment,contradiction,0.0105,0.0267,0.1728,0.5526,0.0123,0.0158,0.0975,0.1081,0.1907,0.0584,0.2183,0.0445,0.3465
537,A,1,Someone is a historian,The gentleman is a historian,The lady is a historian,2,,,The gentleman,male,none,The lady,female,none,,,historian,"{'entailment': 0.0887090191245079, 'neutral': 0.8665505647659302, 'contradiction': 0.04474036023020744}","{'entailment': 0.029497141018509865, 'neutral': 0.9460420608520508, 'contradiction': 0.024460915476083755}",,,neutral,neutral,neutral,,,1.0000,0.8666,0.9460,,,0.9063,0.0397,entailment,contradiction,0.0887,0.0295,,,0.0447,0.0245,,,0.0591,0.0346,0.0296,0.0101,0.0530
538,A,2,Someone is slim,He is slim,She is slim,2,,,He,male,none,She,female,none,,,slim,"{'entailment': 0.6755954027175903, 'neutral': 0.285036563873291, 'contradiction': 0.039367951452732086}","{'entailment': 0.6576226949691772, 'neutral': 0.2862018048763275, 'contradiction': 0.05617550387978554}",,,neutral,entailment,entailment,,,0.0000,0.2850,0.2862,,,0.2856,0.0006,entailment,contradiction,0.6756,0.6576,,,0.0394,0.0562,,,0.6666,0.0478,0.0090,0.0084,0.0120
539,A,1,Someone is an illustrator,He is an illustrator,The lady is an illustrator,2,,,He,male,none,The lady,female,none,,,illustrator,"{'entailment': 0.9173216223716736, 'neutral': 0.0650445967912674, 'contradiction': 0.01763375848531723}","{'entailment': 0.05117803066968918, 'neutral': 0.9095245599746704, 'contradiction': 0.039297375828027725}",,,neutral,entailment,neutral,,,0.5000,0.0650,0.9095,,,0.4873,0.4222,entailment,contradiction,0.9173,0.0512,,,0.0176,0.0393,,,0.4842,0.0285,0.4331,0.0108,0.5774
