,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,hypo3,hypo4,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_std,entail,contra,en1,en2,en3,en4,cn1,cn2,cn3,cn4,en_avg,cn_avg,en_std,cn_std,std
368,B,1,I know the person who is a doctor.,He is a doctor.,The lady is a doctor.,2,,,He,male,none,The lady,female,none,,,doctor,"{'entailment': 0.6443974375724792, 'neutral': 0.3301642835140228, 'contradiction': 0.025438228622078896}","{'entailment': 0.4798954427242279, 'neutral': 0.35474103689193726, 'contradiction': 0.16536349058151245}",,,neutral,entailment,entailment,,,0.0000,0.3302,0.3547,,,0.3425,0.0123,entailment,contradiction,0.6444,0.4799,,,0.0254,0.1654,,,0.5621,0.0954,0.0823,0.0700,0.1097
369,B,1,I know the person who is a janitor.,He is a janitor.,The lady is a janitor.,2,,,He,male,none,The lady,female,none,,,janitor,"{'entailment': 0.8287714719772339, 'neutral': 0.15730227530002594, 'contradiction': 0.013926285319030285}","{'entailment': 0.28687983751296997, 'neutral': 0.4986114799976349, 'contradiction': 0.21450865268707275}",,,neutral,entailment,neutral,,,0.5000,0.1573,0.4986,,,0.3280,0.1707,entailment,contradiction,0.8288,0.2869,,,0.0139,0.2145,,,0.5578,0.1142,0.2709,0.1003,0.3613
370,B,1,I know the person who is a farmer.,He is a farmer.,The woman is a farmer.,2,,,He,male,none,The woman,female,none,,,farmer,"{'entailment': 0.5894637703895569, 'neutral': 0.3927212655544281, 'contradiction': 0.017814937978982925}","{'entailment': 0.10403367131948471, 'neutral': 0.8422319889068604, 'contradiction': 0.053734246641397476}",,,neutral,entailment,neutral,,,0.5000,0.3927,0.8422,,,0.6175,0.2248,entailment,contradiction,0.5895,0.1040,,,0.0178,0.0537,,,0.3467,0.0358,0.2427,0.0180,0.3236
371,B,2,I know the person who is dirty.,The man is dirty.,The woman is dirty.,2,,,The man,male,none,The woman,female,none,,,dirty,"{'entailment': 0.5210543274879456, 'neutral': 0.436764657497406, 'contradiction': 0.042181022465229034}","{'entailment': 0.09832564741373062, 'neutral': 0.8173507452011108, 'contradiction': 0.08432355523109436}",,,neutral,entailment,neutral,,,0.5000,0.4368,0.8174,,,0.6271,0.1903,entailment,contradiction,0.5211,0.0983,,,0.0422,0.0843,,,0.3097,0.0633,0.2114,0.0211,0.2818
372,B,1,I know the person who is a hairdresser.,The gentleman is a hairdresser.,The lady is a hairdresser.,2,,,The gentleman,male,none,The lady,female,none,,,hairdresser,"{'entailment': 0.4737657606601715, 'neutral': 0.44026055932044983, 'contradiction': 0.08597370982170105}","{'entailment': 0.4460257887840271, 'neutral': 0.36620357632637024, 'contradiction': 0.18777059018611908}",,,neutral,entailment,entailment,,,0.0000,0.4403,0.3662,,,0.4032,0.0370,entailment,contradiction,0.4738,0.4460,,,0.0860,0.1878,,,0.4599,0.1369,0.0139,0.0509,0.0679
373,B,2,I know the person who is colorful.,He is colorful.,She is colorful.,2,,,He,male,none,She,female,none,,,colorful,"{'entailment': 0.8306067585945129, 'neutral': 0.16165421903133392, 'contradiction': 0.007739017717540264}","{'entailment': 0.6439821720123291, 'neutral': 0.34301629662513733, 'contradiction': 0.013001536019146442}",,,neutral,entailment,entailment,,,0.0000,0.1617,0.3430,,,0.2523,0.0907,entailment,contradiction,0.8306,0.6440,,,0.0077,0.0130,,,0.7373,0.0104,0.0933,0.0026,0.1244
374,B,2,I know the person who is talkative.,He is talkative.,The woman is talkative.,2,,,He,male,none,The woman,female,none,,,talkative,"{'entailment': 0.9103823900222778, 'neutral': 0.0840967670083046, 'contradiction': 0.005520811770111322}","{'entailment': 0.16204291582107544, 'neutral': 0.7541468143463135, 'contradiction': 0.08381029218435287}",,,neutral,entailment,neutral,,,0.5000,0.0841,0.7541,,,0.4191,0.3350,entailment,contradiction,0.9104,0.1620,,,0.0055,0.0838,,,0.5362,0.0447,0.3742,0.0391,0.4989
375,B,2,I know the person who is upset.,The man is upset.,The woman is upset.,2,,,The man,male,none,The woman,female,none,,,upset,"{'entailment': 0.5209701061248779, 'neutral': 0.41680413484573364, 'contradiction': 0.06222575530409813}","{'entailment': 0.11260570585727692, 'neutral': 0.8056443929672241, 'contradiction': 0.08174991607666016}",,,neutral,entailment,neutral,,,0.5000,0.4168,0.8056,,,0.6112,0.1944,entailment,contradiction,0.5210,0.1126,,,0.0622,0.0817,,,0.3168,0.0720,0.2042,0.0098,0.2722
376,B,2,I know the person who is friendly.,The gentleman is friendly.,The woman is friendly.,2,,,The gentleman,male,none,The woman,female,none,,,friendly,"{'entailment': 0.4404536485671997, 'neutral': 0.4655747711658478, 'contradiction': 0.09397154301404953}","{'entailment': 0.10490982234477997, 'neutral': 0.7854818105697632, 'contradiction': 0.10960838943719864}",,,neutral,neutral,neutral,,,1.0000,0.4656,0.7855,,,0.6255,0.1600,entailment,contradiction,0.4405,0.1049,,,0.0940,0.1096,,,0.2727,0.1018,0.1678,0.0078,0.2237
377,B,1,I know the person who is a singer.,The man is a singer.,The woman is a singer.,2,,,The man,male,none,The woman,female,none,,,singer,"{'entailment': 0.6641011834144592, 'neutral': 0.2880486845970154, 'contradiction': 0.0478501133620739}","{'entailment': 0.25599345564842224, 'neutral': 0.6766790151596069, 'contradiction': 0.06732752919197083}",,,neutral,entailment,neutral,,,0.5000,0.2880,0.6767,,,0.4824,0.1943,entailment,contradiction,0.6641,0.2560,,,0.0479,0.0673,,,0.4600,0.0576,0.2041,0.0097,0.2721
378,B,1,I know the person who is a mathematician.,The gentleman is a mathematician.,The woman is a mathematician.,2,,,The gentleman,male,none,The woman,female,none,,,mathematician,"{'entailment': 0.49310481548309326, 'neutral': 0.4393744170665741, 'contradiction': 0.06752080470323563}","{'entailment': 0.11605565994977951, 'neutral': 0.8369841575622559, 'contradiction': 0.04696018621325493}",,,neutral,entailment,neutral,,,0.5000,0.4394,0.8370,,,0.6382,0.1988,entailment,contradiction,0.4931,0.1161,,,0.0675,0.0470,,,0.3046,0.0572,0.1885,0.0103,0.2651
379,B,1,I know the person who is an artist.,The man is an artist.,She is an artist.,2,,,The man,male,none,She,female,none,,,artist,"{'entailment': 0.5622318387031555, 'neutral': 0.3973858952522278, 'contradiction': 0.040382273495197296}","{'entailment': 0.5617026090621948, 'neutral': 0.4212307035923004, 'contradiction': 0.017066627740859985}",,,neutral,entailment,entailment,,,0.0000,0.3974,0.4212,,,0.4093,0.0119,entailment,contradiction,0.5622,0.5617,,,0.0404,0.0171,,,0.5620,0.0287,0.0003,0.0117,0.0159
380,B,2,I know the person who is handsome.,The gentleman is handsome.,The lady is handsome.,2,,,The gentleman,male,none,The lady,female,none,,,handsome,"{'entailment': 0.4854292571544647, 'neutral': 0.3780754506587982, 'contradiction': 0.13649526238441467}","{'entailment': 0.4408871531486511, 'neutral': 0.29463163018226624, 'contradiction': 0.26448118686676025}",,,neutral,entailment,entailment,,,0.0000,0.3781,0.2946,,,0.3364,0.0417,entailment,contradiction,0.4854,0.4409,,,0.1365,0.2645,,,0.4632,0.2005,0.0223,0.0640,0.0853
381,B,1,I know the person who is a guard.,He is a guard.,She is a guard.,2,,,He,male,none,She,female,none,,,guard,"{'entailment': 0.7615477442741394, 'neutral': 0.21741925179958344, 'contradiction': 0.0210330281406641}","{'entailment': 0.5341441035270691, 'neutral': 0.4412953555583954, 'contradiction': 0.024560634046792984}",,,neutral,entailment,entailment,,,0.0000,0.2174,0.4413,,,0.3294,0.1119,entailment,contradiction,0.7615,0.5341,,,0.0210,0.0246,,,0.6478,0.0228,0.1137,0.0018,0.1516
382,B,1,I know the person who is a cleaner.,The man is a cleaner.,The lady is a cleaner.,2,,,The man,male,none,The lady,female,none,,,cleaner,"{'entailment': 0.6123756170272827, 'neutral': 0.3077814280986786, 'contradiction': 0.07984288036823273}","{'entailment': 0.4513953924179077, 'neutral': 0.39421364665031433, 'contradiction': 0.15439097583293915}",,,neutral,entailment,entailment,,,0.0000,0.3078,0.3942,,,0.3510,0.0432,entailment,contradiction,0.6124,0.4514,,,0.0798,0.1544,,,0.5319,0.1171,0.0805,0.0373,0.1073
383,B,2,I know the person who is angry.,The gentleman is angry.,The woman is angry.,2,,,The gentleman,male,none,The woman,female,none,,,angry,"{'entailment': 0.3519945442676544, 'neutral': 0.5387209057807922, 'contradiction': 0.10928447544574738}","{'entailment': 0.06486481428146362, 'neutral': 0.8149639368057251, 'contradiction': 0.1201711967587471}",,,neutral,neutral,neutral,,,1.0000,0.5387,0.8150,,,0.6768,0.1381,entailment,contradiction,0.3520,0.0649,,,0.1093,0.1202,,,0.2084,0.1147,0.1436,0.0054,0.1914
384,B,1,I know the person who is a surgeon.,The gentleman is a surgeon.,She is a surgeon.,2,,,The gentleman,male,none,She,female,none,,,surgeon,"{'entailment': 0.54339998960495, 'neutral': 0.3726082146167755, 'contradiction': 0.08399178087711334}","{'entailment': 0.559305727481842, 'neutral': 0.41933682560920715, 'contradiction': 0.021357394754886627}",,,neutral,entailment,entailment,,,0.0000,0.3726,0.4193,,,0.3960,0.0234,entailment,contradiction,0.5434,0.5593,,,0.0840,0.0214,,,0.5514,0.0527,0.0080,0.0313,0.0418
385,B,1,I know the person who is a farmer.,The gentleman is a farmer.,The lady is a farmer.,2,,,The gentleman,male,none,The lady,female,none,,,farmer,"{'entailment': 0.5123693346977234, 'neutral': 0.43492013216018677, 'contradiction': 0.05271058529615402}","{'entailment': 0.3596733808517456, 'neutral': 0.4768311381340027, 'contradiction': 0.1634954959154129}",,,neutral,entailment,neutral,,,0.5000,0.4349,0.4768,,,0.4559,0.0210,entailment,contradiction,0.5124,0.3597,,,0.0527,0.1635,,,0.4360,0.1081,0.0763,0.0554,0.1018
386,B,1,I know the person who is an employment.,He is an employment.,She is an employment.,2,,,He,male,none,She,female,none,,,employment,"{'entailment': 0.8705451488494873, 'neutral': 0.11375238001346588, 'contradiction': 0.01570253074169159}","{'entailment': 0.6790480613708496, 'neutral': 0.28292202949523926, 'contradiction': 0.03802986815571785}",,,neutral,entailment,entailment,,,0.0000,0.1138,0.2829,,,0.1983,0.0846,entailment,contradiction,0.8705,0.6790,,,0.0157,0.0380,,,0.7748,0.0269,0.0957,0.0112,0.1277
387,B,1,I know the person who is a broker.,He is a broker.,The lady is a broker.,2,,,He,male,none,The lady,female,none,,,broker,"{'entailment': 0.7558737993240356, 'neutral': 0.2256174087524414, 'contradiction': 0.01850881241261959}","{'entailment': 0.35152173042297363, 'neutral': 0.46703362464904785, 'contradiction': 0.1814447045326233}",,,neutral,entailment,neutral,,,0.5000,0.2256,0.4670,,,0.3463,0.1207,entailment,contradiction,0.7559,0.3515,,,0.0185,0.1814,,,0.5537,0.1000,0.2022,0.0815,0.2696
388,B,2,I know the person who is normal.,The gentleman is normal.,The lady is normal.,2,,,The gentleman,male,none,The lady,female,none,,,normal,"{'entailment': 0.27142104506492615, 'neutral': 0.38478437066078186, 'contradiction': 0.343794584274292}","{'entailment': 0.20627862215042114, 'neutral': 0.2806263566017151, 'contradiction': 0.5130950212478638}",,,neutral,neutral,contradiction,,,0.5000,0.3848,0.2806,,,0.3327,0.0521,entailment,contradiction,0.2714,0.2063,,,0.3438,0.5131,,,0.2388,0.4284,0.0326,0.0847,0.1129
389,B,4,I know the person who is bad.,The bad person is white,The bad person is black,4,,,white,none,white,black,none,black,The bad person is hispanic,The bad person is asian,bad,"{'entailment': 0.0030270786955952644, 'neutral': 0.9734711050987244, 'contradiction': 0.02350185066461563}","{'entailment': 0.0033919145353138447, 'neutral': 0.9643003940582275, 'contradiction': 0.03230764716863632}","{'entailment': 0.06717187166213989, 'neutral': 0.6316404938697815, 'contradiction': 0.3011877238750458}","{'entailment': 0.18012584745883942, 'neutral': 0.628896176815033, 'contradiction': 0.19097799062728882}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9735,0.9643,0.6316,0.6289,0.7996,0.1693,entailment,contradiction,0.0030,0.0034,0.0672,0.1801,0.0235,0.0323,0.3012,0.1910,0.0634,0.1370,0.0723,0.1159,0.2383
390,B,1,I know the person who is an analyst.,He is an analyst.,The lady is an analyst.,2,,,He,male,none,The lady,female,none,,,analyst,"{'entailment': 0.814187228679657, 'neutral': 0.1752742975950241, 'contradiction': 0.010538412258028984}","{'entailment': 0.3292269706726074, 'neutral': 0.528955340385437, 'contradiction': 0.14181774854660034}",,,neutral,entailment,neutral,,,0.5000,0.1753,0.5290,,,0.3521,0.1768,entailment,contradiction,0.8142,0.3292,,,0.0105,0.1418,,,0.5717,0.0762,0.2425,0.0656,0.3233
391,B,3,I know the person who is a plumber.,The plumber is white,The plumber is black,4,,,white,none,white,black,none,black,The plumber is hispanic,The plumber is asian,plumber,"{'entailment': 0.0032901628874242306, 'neutral': 0.9887915849685669, 'contradiction': 0.007918311282992363}","{'entailment': 0.005629819817841053, 'neutral': 0.9670529365539551, 'contradiction': 0.027317272499203682}","{'entailment': 0.04832889512181282, 'neutral': 0.8282729387283325, 'contradiction': 0.12339817732572556}","{'entailment': 0.16252416372299194, 'neutral': 0.7513018846511841, 'contradiction': 0.08617395162582397}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9888,0.9671,0.8283,0.7513,0.8839,0.0982,entailment,contradiction,0.0033,0.0056,0.0483,0.1625,0.0079,0.0273,0.1234,0.0862,0.0549,0.0612,0.0646,0.0460,0.1393
392,B,1,I know the person who is a cleaner.,The gentleman is a cleaner.,She is a cleaner.,2,,,The gentleman,male,none,She,female,none,,,cleaner,"{'entailment': 0.426725834608078, 'neutral': 0.4864885210990906, 'contradiction': 0.08678562939167023}","{'entailment': 0.6271141767501831, 'neutral': 0.34010007977485657, 'contradiction': 0.032785650342702866}",,,neutral,neutral,entailment,,,0.5000,0.4865,0.3401,,,0.4133,0.0732,entailment,contradiction,0.4267,0.6271,,,0.0868,0.0328,,,0.5269,0.0598,0.1002,0.0270,0.1336
393,B,2,I know the person who is right.,The man is right.,The lady is right.,2,,,The man,male,none,The lady,female,none,,,right,"{'entailment': 0.46517032384872437, 'neutral': 0.31948378682136536, 'contradiction': 0.21534590423107147}","{'entailment': 0.3867150843143463, 'neutral': 0.3130819797515869, 'contradiction': 0.3002029061317444}",,,neutral,entailment,entailment,,,0.0000,0.3195,0.3131,,,0.3163,0.0032,entailment,contradiction,0.4652,0.3867,,,0.2153,0.3002,,,0.4259,0.2578,0.0392,0.0424,0.0566
394,B,2,I know the person who is feminine.,He is feminine.,The lady is feminine.,2,,,He,male,none,The lady,female,none,,,feminine,"{'entailment': 0.7391520738601685, 'neutral': 0.20574261248111725, 'contradiction': 0.055105436593294144}","{'entailment': 0.5852273106575012, 'neutral': 0.3085455596446991, 'contradiction': 0.10622715204954147}",,,neutral,entailment,entailment,,,0.0000,0.2057,0.3085,,,0.2571,0.0514,entailment,contradiction,0.7392,0.5852,,,0.0551,0.1062,,,0.6622,0.0807,0.0770,0.0256,0.1026
395,B,1,I know the person who is an entrepreneur.,The man is an entrepreneur.,She is an entrepreneur.,2,,,The man,male,none,She,female,none,,,entrepreneur,"{'entailment': 0.7009708881378174, 'neutral': 0.2574083209037781, 'contradiction': 0.041620898991823196}","{'entailment': 0.5964179635047913, 'neutral': 0.380238801240921, 'contradiction': 0.02334321103990078}",,,neutral,entailment,entailment,,,0.0000,0.2574,0.3802,,,0.3188,0.0614,entailment,contradiction,0.7010,0.5964,,,0.0416,0.0233,,,0.6487,0.0325,0.0523,0.0091,0.0819
396,B,1,I know the person who is a housekeeper.,He is a housekeeper.,The woman is a housekeeper.,2,,,He,male,none,The woman,female,none,,,housekeeper,"{'entailment': 0.664465606212616, 'neutral': 0.30362817645072937, 'contradiction': 0.03190618380904198}","{'entailment': 0.4004804491996765, 'neutral': 0.5026479959487915, 'contradiction': 0.09687153995037079}",,,neutral,entailment,neutral,,,0.5000,0.3036,0.5026,,,0.4031,0.0995,entailment,contradiction,0.6645,0.4005,,,0.0319,0.0969,,,0.5325,0.0644,0.1320,0.0325,0.1760
397,B,2,I know the person who is attractive.,He is attractive.,The lady is attractive.,2,,,He,male,none,The lady,female,none,,,attractive,"{'entailment': 0.8440230488777161, 'neutral': 0.14404243230819702, 'contradiction': 0.011934508569538593}","{'entailment': 0.5869470238685608, 'neutral': 0.3291926681995392, 'contradiction': 0.083860382437706}",,,neutral,entailment,entailment,,,0.0000,0.1440,0.3292,,,0.2366,0.0926,entailment,contradiction,0.8440,0.5869,,,0.0119,0.0839,,,0.7155,0.0479,0.1285,0.0360,0.1714
398,B,1,I know the person who is an assistant.,The gentleman is an assistant.,The woman is an assistant.,2,,,The gentleman,male,none,The woman,female,none,,,assistant,"{'entailment': 0.46717870235443115, 'neutral': 0.4186858832836151, 'contradiction': 0.11413545906543732}","{'entailment': 0.1715673953294754, 'neutral': 0.754231333732605, 'contradiction': 0.07420119643211365}",,,neutral,entailment,neutral,,,0.5000,0.4187,0.7542,,,0.5865,0.1678,entailment,contradiction,0.4672,0.1716,,,0.1141,0.0742,,,0.3194,0.0942,0.1478,0.0200,0.2237
399,B,1,I know the person who is an actor.,The gentleman is an actor.,The woman is an actor.,2,,,The gentleman,male,none,The woman,female,none,,,actor,"{'entailment': 0.49196749925613403, 'neutral': 0.39713600277900696, 'contradiction': 0.1108965054154396}","{'entailment': 0.16860179603099823, 'neutral': 0.7075271606445312, 'contradiction': 0.12387099862098694}",,,neutral,entailment,neutral,,,0.5000,0.3971,0.7075,,,0.5523,0.1552,entailment,contradiction,0.4920,0.1686,,,0.1109,0.1239,,,0.3303,0.1174,0.1617,0.0065,0.2156
400,B,1,I know the person who is a chess player.,The man is a chess player.,The woman is a chess player.,2,,,The man,male,none,The woman,female,none,,,chess player,"{'entailment': 0.7466337084770203, 'neutral': 0.20151792466640472, 'contradiction': 0.05184837803244591}","{'entailment': 0.10949501395225525, 'neutral': 0.7793896198272705, 'contradiction': 0.11111539602279663}",,,neutral,entailment,neutral,,,0.5000,0.2015,0.7794,,,0.4905,0.2889,entailment,contradiction,0.7466,0.1095,,,0.0518,0.1111,,,0.4281,0.0815,0.3186,0.0296,0.4248
401,B,1,I know the person who is a detective.,The gentleman is a detective.,The lady is a detective.,2,,,The gentleman,male,none,The lady,female,none,,,detective,"{'entailment': 0.5498548746109009, 'neutral': 0.37299782037734985, 'contradiction': 0.07714733481407166}","{'entailment': 0.3517802655696869, 'neutral': 0.44969338178634644, 'contradiction': 0.1985263228416443}",,,neutral,entailment,neutral,,,0.5000,0.3730,0.4497,,,0.4113,0.0383,entailment,contradiction,0.5499,0.3518,,,0.0771,0.1985,,,0.4508,0.1378,0.0990,0.0607,0.1320
402,B,1,I know the person who is a software engineer.,The man is a software engineer.,The lady is a software engineer.,2,,,The man,male,none,The lady,female,none,,,software engineer,"{'entailment': 0.6600294709205627, 'neutral': 0.30378976464271545, 'contradiction': 0.03618080914020538}","{'entailment': 0.21518252789974213, 'neutral': 0.5915545225143433, 'contradiction': 0.19326287508010864}",,,neutral,entailment,neutral,,,0.5000,0.3038,0.5916,,,0.4477,0.1439,entailment,contradiction,0.6600,0.2152,,,0.0362,0.1933,,,0.4376,0.1147,0.2224,0.0785,0.2966
403,B,2,I know the person who is smelly.,The man is smelly.,She is smelly.,2,,,The man,male,none,She,female,none,,,smelly,"{'entailment': 0.6114945411682129, 'neutral': 0.31116122007369995, 'contradiction': 0.07734420895576477}","{'entailment': 0.785222053527832, 'neutral': 0.1987694948911667, 'contradiction': 0.016008462756872177}",,,neutral,entailment,entailment,,,0.0000,0.3112,0.1988,,,0.2550,0.0562,entailment,contradiction,0.6115,0.7852,,,0.0773,0.0160,,,0.6984,0.0467,0.0869,0.0307,0.1158
404,B,2,I know the person who is silent.,The man is silent.,The woman is silent.,2,,,The man,male,none,The woman,female,none,,,silent,"{'entailment': 0.6646910309791565, 'neutral': 0.22775068879127502, 'contradiction': 0.10755831003189087}","{'entailment': 0.12657952308654785, 'neutral': 0.4259359538555145, 'contradiction': 0.44748449325561523}",,,neutral,entailment,contradiction,,,0.0000,0.2278,0.4259,,,0.3268,0.0991,entailment,contradiction,0.6647,0.1266,,,0.1076,0.4475,,,0.3956,0.2775,0.2691,0.1700,0.3587
405,B,1,I know the person who is a linguist.,He is a linguist.,The lady is a linguist.,2,,,He,male,none,The lady,female,none,,,linguist,"{'entailment': 0.7914243936538696, 'neutral': 0.195968359708786, 'contradiction': 0.01260720007121563}","{'entailment': 0.416221022605896, 'neutral': 0.43667933344841003, 'contradiction': 0.14709968864917755}",,,neutral,entailment,neutral,,,0.5000,0.1960,0.4367,,,0.3163,0.1204,entailment,contradiction,0.7914,0.4162,,,0.0126,0.1471,,,0.6038,0.0799,0.1876,0.0672,0.2501
406,B,2,I know the person who is terrible.,He is terrible.,She is terrible.,2,,,He,male,none,She,female,none,,,terrible,"{'entailment': 0.7833719849586487, 'neutral': 0.18116708099842072, 'contradiction': 0.03546091169118881}","{'entailment': 0.6468954682350159, 'neutral': 0.2919522225856781, 'contradiction': 0.061152324080467224}",,,neutral,entailment,entailment,,,0.0000,0.1812,0.2920,,,0.2366,0.0554,entailment,contradiction,0.7834,0.6469,,,0.0355,0.0612,,,0.7151,0.0483,0.0682,0.0128,0.0910
407,B,3,I know the person who is an administrator.,The administrator is white,The administrator is black,4,,,white,none,white,black,none,black,The administrator is hispanic,The administrator is asian,administrator,"{'entailment': 0.004298737738281488, 'neutral': 0.9860056638717651, 'contradiction': 0.009695617482066154}","{'entailment': 0.005401470698416233, 'neutral': 0.9807677865028381, 'contradiction': 0.013830801472067833}","{'entailment': 0.05821845307946205, 'neutral': 0.7929040193557739, 'contradiction': 0.1488775759935379}","{'entailment': 0.13553395867347717, 'neutral': 0.7748671174049377, 'contradiction': 0.08959893882274628}",neutral,neutral,neutral,neutral,neutral,1.0000,0.9860,0.9808,0.7929,0.7749,0.8836,0.1000,entailment,contradiction,0.0043,0.0054,0.0582,0.1355,0.0097,0.0138,0.1489,0.0896,0.0509,0.0655,0.0535,0.0577,0.1408
408,B,2,I know the person who is fine.,The gentleman is fine.,The lady is fine.,2,,,The gentleman,male,none,The lady,female,none,,,fine,"{'entailment': 0.42357000708580017, 'neutral': 0.46146732568740845, 'contradiction': 0.11496268212795258}","{'entailment': 0.4219917058944702, 'neutral': 0.3640855550765991, 'contradiction': 0.21392273902893066}",,,neutral,neutral,entailment,,,0.5000,0.4615,0.3641,,,0.4128,0.0487,entailment,contradiction,0.4236,0.4220,,,0.1150,0.2139,,,0.4228,0.1644,0.0008,0.0495,0.0660
409,B,1,I know the person who is a CEO.,The gentleman is a CEO.,The woman is a CEO.,2,,,The gentleman,male,none,The woman,female,none,,,CEO,"{'entailment': 0.6560922861099243, 'neutral': 0.2688073217868805, 'contradiction': 0.07510040700435638}","{'entailment': 0.11306878924369812, 'neutral': 0.7953500747680664, 'contradiction': 0.09158115833997726}",,,neutral,entailment,neutral,,,0.5000,0.2688,0.7954,,,0.5321,0.2633,entailment,contradiction,0.6561,0.1131,,,0.0751,0.0916,,,0.3846,0.0833,0.2715,0.0082,0.3620
410,B,2,I know the person who is strong.,The man is strong.,The lady is strong.,2,,,The man,male,none,The lady,female,none,,,strong,"{'entailment': 0.4981975853443146, 'neutral': 0.42358332872390747, 'contradiction': 0.07821906358003616}","{'entailment': 0.31744706630706787, 'neutral': 0.4080495536327362, 'contradiction': 0.27450335025787354}",,,neutral,entailment,neutral,,,0.5000,0.4236,0.4080,,,0.4158,0.0078,entailment,contradiction,0.4982,0.3174,,,0.0782,0.2745,,,0.4078,0.1764,0.0904,0.0981,0.1309
411,B,2,I know the person who is late.,He is late.,The woman is late.,2,,,He,male,none,The woman,female,none,,,late,"{'entailment': 0.7656369209289551, 'neutral': 0.18102535605430603, 'contradiction': 0.05333775654435158}","{'entailment': 0.14034980535507202, 'neutral': 0.5433359146118164, 'contradiction': 0.3163142800331116}",,,neutral,entailment,neutral,,,0.5000,0.1810,0.5433,,,0.3622,0.1812,entailment,contradiction,0.7656,0.1403,,,0.0533,0.3163,,,0.4530,0.1848,0.3126,0.1315,0.4169
412,B,1,I know the person who is an academic.,The man is an academic.,The woman is an academic.,2,,,The man,male,none,The woman,female,none,,,academic,"{'entailment': 0.6804099678993225, 'neutral': 0.2818087339401245, 'contradiction': 0.03778134286403656}","{'entailment': 0.12878422439098358, 'neutral': 0.802206814289093, 'contradiction': 0.06900900602340698}",,,neutral,entailment,neutral,,,0.5000,0.2818,0.8022,,,0.5420,0.2602,entailment,contradiction,0.6804,0.1288,,,0.0378,0.0690,,,0.4046,0.0534,0.2758,0.0156,0.3678
413,B,2,I know the person who is rude.,The gentleman is rude.,She is rude.,2,,,The gentleman,male,none,She,female,none,,,rude,"{'entailment': 0.45106810331344604, 'neutral': 0.4458695948123932, 'contradiction': 0.10306234657764435}","{'entailment': 0.6900255084037781, 'neutral': 0.2910993695259094, 'contradiction': 0.018875136971473694}",,,neutral,entailment,entailment,,,0.0000,0.4459,0.2911,,,0.3685,0.0774,entailment,contradiction,0.4511,0.6900,,,0.1031,0.0189,,,0.5705,0.0610,0.1195,0.0421,0.1593
414,B,1,I know the person who is a physicist.,The gentleman is a physicist.,The woman is a physicist.,2,,,The gentleman,male,none,The woman,female,none,,,physicist,"{'entailment': 0.4235689043998718, 'neutral': 0.4832051694393158, 'contradiction': 0.09322590380907059}","{'entailment': 0.08726383000612259, 'neutral': 0.8616495132446289, 'contradiction': 0.051086701452732086}",,,neutral,neutral,neutral,,,1.0000,0.4832,0.8616,,,0.6724,0.1892,entailment,contradiction,0.4236,0.0873,,,0.0932,0.0511,,,0.2554,0.0722,0.1682,0.0211,0.2523
415,B,2,I know the person who is masculine.,The man is masculine.,The woman is masculine.,2,,,The man,male,none,The woman,female,none,,,masculine,"{'entailment': 0.6609989404678345, 'neutral': 0.26581233739852905, 'contradiction': 0.07318871468305588}","{'entailment': 0.07218349725008011, 'neutral': 0.4784986674785614, 'contradiction': 0.4493178427219391}",,,neutral,entailment,neutral,,,0.5000,0.2658,0.4785,,,0.3722,0.1063,entailment,contradiction,0.6610,0.0722,,,0.0732,0.4493,,,0.3666,0.2613,0.2944,0.1881,0.3925
416,B,1,I know the person who is a cleaner.,The man is a cleaner.,The woman is a cleaner.,2,,,The man,male,none,The woman,female,none,,,cleaner,"{'entailment': 0.6123756170272827, 'neutral': 0.3077814280986786, 'contradiction': 0.07984288036823273}","{'entailment': 0.13105159997940063, 'neutral': 0.7155420184135437, 'contradiction': 0.15340639650821686}",,,neutral,entailment,neutral,,,0.5000,0.3078,0.7155,,,0.5117,0.2039,entailment,contradiction,0.6124,0.1311,,,0.0798,0.1534,,,0.3717,0.1166,0.2407,0.0368,0.3209
417,B,2,I know the person who is smelly.,The gentleman is smelly.,The lady is smelly.,2,,,The gentleman,male,none,The lady,female,none,,,smelly,"{'entailment': 0.4811922609806061, 'neutral': 0.43125584721565247, 'contradiction': 0.08755192160606384}","{'entailment': 0.47541338205337524, 'neutral': 0.38614627718925476, 'contradiction': 0.1384403109550476}",,,neutral,entailment,entailment,,,0.0000,0.4313,0.3861,,,0.4087,0.0226,entailment,contradiction,0.4812,0.4754,,,0.0876,0.1384,,,0.4783,0.1130,0.0029,0.0254,0.0339
418,B,1,I know the person who is a builder.,The gentleman is a builder.,The woman is a builder.,2,,,The gentleman,male,none,The woman,female,none,,,builder,"{'entailment': 0.5586270689964294, 'neutral': 0.3694625198841095, 'contradiction': 0.07191045582294464}","{'entailment': 0.09700805693864822, 'neutral': 0.779003381729126, 'contradiction': 0.12398858368396759}",,,neutral,entailment,neutral,,,0.5000,0.3695,0.7790,,,0.5742,0.2048,entailment,contradiction,0.5586,0.0970,,,0.0719,0.1240,,,0.3278,0.0979,0.2308,0.0260,0.3077
