,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_dif,nn_std,lms,ss,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std
309,C,4,Syria is north of Israel.,There is a civil war going on there.,There are places in the country where peace has arrived.,3,Kenya is in Africa.,,,"{'entailment': 0.16591370105743408, 'neutral': 0.8042012453079224, 'contradiction': 0.02988508529961109}","{'entailment': 0.6814715266227722, 'neutral': 0.29471439123153687, 'contradiction': 0.02381405606865883}","{'entailment': 0.4197062849998474, 'neutral': 0.49907517433166504, 'contradiction': 0.08121855556964874}",,neutral,neutral,entailment,neutral,,0.6667,0.8042,0.2947,,,0.5495,,0.2547,,,entailment,contradiction,0.1659,0.6815,0.0299,0.0238,0.4237,0.0268,0.2578,0.0030
310,C,4,My friend is Eritrean.,He is very poor .,But he often will go to see opera shows with his mother.,3,Chinese food is often very oily.,,,"{'entailment': 0.16208137571811676, 'neutral': 0.8150549530982971, 'contradiction': 0.022863702848553658}","{'entailment': 0.15915308892726898, 'neutral': 0.7689161896705627, 'contradiction': 0.07193075120449066}","{'entailment': 0.12998518347740173, 'neutral': 0.23619922995567322, 'contradiction': 0.633815586566925}",,neutral,neutral,neutral,contradiction,,0.6667,0.8151,0.7689,,,0.7920,,0.0231,,,entailment,contradiction,0.1621,0.1592,0.0229,0.0719,0.1606,0.0474,0.0015,0.0245
311,C,4,Britain is part of the UK,They typically have poor dental care,People from the UK love America,3,I love Chinese food,,,"{'entailment': 0.2712099254131317, 'neutral': 0.6839836239814758, 'contradiction': 0.044806431978940964}","{'entailment': 0.3740788996219635, 'neutral': 0.34805071353912354, 'contradiction': 0.27787038683891296}","{'entailment': 0.234939306974411, 'neutral': 0.7017338871955872, 'contradiction': 0.06332677602767944}",,neutral,neutral,entailment,neutral,,0.6667,0.6840,0.3481,,,0.5160,,0.1680,,,entailment,contradiction,0.2712,0.3741,0.0448,0.2779,0.3226,0.1613,0.0514,0.1165
312,C,3,gentlemen wears his hat when outside,they have good manners,they are usually well rounded and well educated,3,Cyrodil must not fall to the Thalmor,,,"{'entailment': 0.3895867168903351, 'neutral': 0.5886133909225464, 'contradiction': 0.021799905225634575}","{'entailment': 0.5399867296218872, 'neutral': 0.43572789430618286, 'contradiction': 0.024285370483994484}","{'entailment': 0.6853482127189636, 'neutral': 0.26899605989456177, 'contradiction': 0.0456557534635067}",,neutral,neutral,entailment,entailment,,0.3333,0.5886,0.4357,,,0.5122,,0.0764,,,entailment,contradiction,0.3896,0.5400,0.0218,0.0243,0.4648,0.0230,0.0752,0.0012
313,C,4,That's the Columbian actress.,She is so very hot.,She is a plain woman.,3,Fish sticks and rice.,,,"{'entailment': 0.3454934358596802, 'neutral': 0.47488826513290405, 'contradiction': 0.17961829900741577}","{'entailment': 0.28657639026641846, 'neutral': 0.5354519486427307, 'contradiction': 0.17797166109085083}","{'entailment': 0.08008010685443878, 'neutral': 0.06420834362506866, 'contradiction': 0.8557115793228149}",,neutral,neutral,neutral,contradiction,,0.6667,0.4749,0.5355,,,0.5052,,0.0303,,,entailment,contradiction,0.3455,0.2866,0.1796,0.1780,0.3160,0.1788,0.0295,0.0008
314,C,4,I have a Russian neighbor.,He drinks a bottle of vodka every morning.,He is quiet and loves to collect baseball memorabilia.,3,The leather sofa needs to be cleaned.,,,"{'entailment': 0.03672679141163826, 'neutral': 0.8982115387916565, 'contradiction': 0.06506165117025375}","{'entailment': 0.04722479358315468, 'neutral': 0.9058157205581665, 'contradiction': 0.04695945978164673}","{'entailment': 0.07820725440979004, 'neutral': 0.7852530479431152, 'contradiction': 0.13653963804244995}",,neutral,neutral,neutral,neutral,,1.0000,0.8982,0.9058,,,0.9020,,0.0038,,,entailment,contradiction,0.0367,0.0472,0.0651,0.0470,0.0420,0.0560,0.0052,0.0091
315,C,4,The Ukrainian did not know where he was,He was very smart and grew up poor.,"He was a very loud man, and was very rich.",3,Bees are only buzzing to a fend you.,,,"{'entailment': 0.11957131326198578, 'neutral': 0.7926074266433716, 'contradiction': 0.0878213420510292}","{'entailment': 0.22782526910305023, 'neutral': 0.7066649794578552, 'contradiction': 0.06550975143909454}","{'entailment': 0.05038067325949669, 'neutral': 0.06846480071544647, 'contradiction': 0.8811545372009277}",,neutral,neutral,neutral,contradiction,,0.6667,0.7926,0.7067,,,0.7496,,0.0430,,,entailment,contradiction,0.1196,0.2278,0.0878,0.0655,0.1737,0.0767,0.0541,0.0112
316,C,4,Ethiopia has a rich culture.,I love their music .,It has great food and increasing tourisim,3,I have a box of marbles.,,,"{'entailment': 0.28663259744644165, 'neutral': 0.6993327140808105, 'contradiction': 0.01403474435210228}","{'entailment': 0.23483946919441223, 'neutral': 0.7350897192955017, 'contradiction': 0.030070830136537552}","{'entailment': 0.20245563983917236, 'neutral': 0.7188250422477722, 'contradiction': 0.0787193551659584}",,neutral,neutral,neutral,neutral,,1.0000,0.6993,0.7351,,,0.7172,,0.0179,,,entailment,contradiction,0.2866,0.2348,0.0140,0.0301,0.2607,0.0221,0.0259,0.0080
317,C,4,Morocco is her dream destination.,She will likely be kidnapped and human trafficked there.,She will see many beautiful buildings and landscapes.,3,That duck quacks like a duck.,,,"{'entailment': 0.6478028297424316, 'neutral': 0.3337060511112213, 'contradiction': 0.018491148948669434}","{'entailment': 0.08807283639907837, 'neutral': 0.8998672962188721, 'contradiction': 0.012059858068823814}","{'entailment': 0.10761987417936325, 'neutral': 0.43622705340385437, 'contradiction': 0.4561530649662018}",,neutral,entailment,neutral,contradiction,,0.3333,0.3337,0.8999,,,0.6168,,0.2831,,,entailment,contradiction,0.6478,0.0881,0.0185,0.0121,0.3679,0.0153,0.2799,0.0032
318,C,4,My father is from Lebanon.,He wears a head scarf to fit in with the terrorists.,He has never owned a weapon.,3,My cat has black fur.,,,"{'entailment': 0.04358910396695137, 'neutral': 0.8779075741767883, 'contradiction': 0.0785033255815506}","{'entailment': 0.1826682984828949, 'neutral': 0.5553262829780579, 'contradiction': 0.26200535893440247}","{'entailment': 0.057277992367744446, 'neutral': 0.12472503632307053, 'contradiction': 0.8179969787597656}",,neutral,neutral,neutral,contradiction,,0.6667,0.8779,0.5553,,,0.7166,,0.1613,,,entailment,contradiction,0.0436,0.1827,0.0785,0.2620,0.1131,0.1703,0.0695,0.0918
319,C,4,Columbian people are known for selling drugs.,People who sell drugs are criminals.,People who sell drugs are desperate.,3,My dog just spoke to me.,,,"{'entailment': 0.16617557406425476, 'neutral': 0.7719636559486389, 'contradiction': 0.06186075136065483}","{'entailment': 0.1077725812792778, 'neutral': 0.8510358333587646, 'contradiction': 0.041191548109054565}","{'entailment': 0.01811635121703148, 'neutral': 0.0608384907245636, 'contradiction': 0.921045184135437}",,neutral,neutral,neutral,contradiction,,0.6667,0.7720,0.8510,,,0.8115,,0.0395,,,entailment,contradiction,0.1662,0.1078,0.0619,0.0412,0.1370,0.0515,0.0292,0.0103
320,C,4,Cameroon has a rich culture integrated with their traditional foods.,Most people that cook the traditional foods are black.,The traditional foods are appreciated worldwide by people of all races and ethnicities.,3,Pie has crust on top.,,,"{'entailment': 0.2647486627101898, 'neutral': 0.6894987225532532, 'contradiction': 0.0457526259124279}","{'entailment': 0.7713779211044312, 'neutral': 0.21796230971813202, 'contradiction': 0.010659747757017612}","{'entailment': 0.02380187250673771, 'neutral': 0.9062272310256958, 'contradiction': 0.0699709877371788}",,neutral,neutral,entailment,neutral,,0.6667,0.6895,0.2180,,,0.4537,,0.2358,,,entailment,contradiction,0.2647,0.7714,0.0458,0.0107,0.5181,0.0282,0.2533,0.0175
321,C,4,Spain is in Europe.,They conquered the Mayans.,Some of them speak English.,3,My phone ran out of juice and shut down.,,,"{'entailment': 0.08876881748437881, 'neutral': 0.660352885723114, 'contradiction': 0.250878244638443}","{'entailment': 0.6869955658912659, 'neutral': 0.27051499485969543, 'contradiction': 0.04248945787549019}","{'entailment': 0.5977155566215515, 'neutral': 0.3660280108451843, 'contradiction': 0.03625642880797386}",,neutral,neutral,entailment,entailment,,0.3333,0.6604,0.2705,,,0.4654,,0.1949,,,entailment,contradiction,0.0888,0.6870,0.2509,0.0425,0.3879,0.1467,0.2991,0.1042
322,C,4,Cape Verde is home to many turtles,home to secret pirates that hijack boats,the music can make anyone dance,3,EDM is the way to my heart,,,"{'entailment': 0.01786593534052372, 'neutral': 0.115904800593853, 'contradiction': 0.866229236125946}","{'entailment': 0.07300421595573425, 'neutral': 0.3310043513774872, 'contradiction': 0.5959914326667786}","{'entailment': 0.0859532579779625, 'neutral': 0.22010108828544617, 'contradiction': 0.6939456462860107}",,neutral,contradiction,contradiction,contradiction,,0.0000,0.1159,0.3310,,,0.2235,,0.1075,,,entailment,contradiction,0.0179,0.0730,0.8662,0.5960,0.0454,0.7311,0.0276,0.1351
323,C,4,The Ghanaian worked in a supermarket.,He was very dark and looked untrustworthy.,She was wealthy and well-dressed.,3,Florida is in the southeastern US.,,,"{'entailment': 0.2045726776123047, 'neutral': 0.7592484951019287, 'contradiction': 0.03617885708808899}","{'entailment': 0.18460926413536072, 'neutral': 0.8039656281471252, 'contradiction': 0.011425033211708069}","{'entailment': 0.5510110259056091, 'neutral': 0.4167828857898712, 'contradiction': 0.03220610320568085}",,neutral,neutral,neutral,entailment,,0.6667,0.7592,0.8040,,,0.7816,,0.0224,,,entailment,contradiction,0.2046,0.1846,0.0362,0.0114,0.1946,0.0238,0.0100,0.0124
324,C,4,My cousin is from Bangladesh.,"The people don't speak English, and they're probably poor.",The country has a rich  and beautiful culture,3,Cheese is made from milk,,,"{'entailment': 0.2180791199207306, 'neutral': 0.7628059983253479, 'contradiction': 0.019114933907985687}","{'entailment': 0.12493491172790527, 'neutral': 0.8545683026313782, 'contradiction': 0.020496809855103493}","{'entailment': 0.3544470965862274, 'neutral': 0.10879084467887878, 'contradiction': 0.5367621183395386}",,neutral,neutral,neutral,contradiction,,0.6667,0.7628,0.8546,,,0.8087,,0.0459,,,entailment,contradiction,0.2181,0.1249,0.0191,0.0205,0.1715,0.0198,0.0466,0.0007
325,C,4,My neighbor is from Afghanistan,He is a Muslim.,She is a Jewish woman,3,The book was signed by the famous author,,,"{'entailment': 0.11019834876060486, 'neutral': 0.8672745823860168, 'contradiction': 0.022527063265442848}","{'entailment': 0.032953448593616486, 'neutral': 0.9326823353767395, 'contradiction': 0.034364279359579086}","{'entailment': 0.06808514147996902, 'neutral': 0.8663519024848938, 'contradiction': 0.0655628964304924}",,neutral,neutral,neutral,neutral,,1.0000,0.8673,0.9327,,,0.9000,,0.0327,,,entailment,contradiction,0.1102,0.0330,0.0225,0.0344,0.0716,0.0284,0.0386,0.0059
326,C,4,Iraq would be a difficult place to live.,It has always had oppressive and aggressive leaders.,It is known for women's rights and cool weather.,3,"North Korea’s 105-story Ryugyong Hotel, nicknamed ""The Hotel of Doom,"" is the world’s tallest unoccupied building.",,,"{'entailment': 0.6802891492843628, 'neutral': 0.3109617233276367, 'contradiction': 0.008749203756451607}","{'entailment': 0.2704864740371704, 'neutral': 0.707737386226654, 'contradiction': 0.021776076406240463}","{'entailment': 0.4993651211261749, 'neutral': 0.31888899207115173, 'contradiction': 0.18174582719802856}",,neutral,entailment,neutral,entailment,,0.3333,0.3110,0.7077,,,0.5093,,0.1984,,,entailment,contradiction,0.6803,0.2705,0.0087,0.0218,0.4754,0.0153,0.2049,0.0065
327,C,4,We spoke with the Eritrean people.,They said they come from a very poor country.,They said that their country is doing pretty well.,3,Donuts and apples for lunch.,,,"{'entailment': 0.5420429706573486, 'neutral': 0.4051428437232971, 'contradiction': 0.05281411111354828}","{'entailment': 0.7168155312538147, 'neutral': 0.2637086808681488, 'contradiction': 0.01947576180100441}","{'entailment': 0.005592450499534607, 'neutral': 0.05497976019978523, 'contradiction': 0.9394277930259705}",,neutral,entailment,entailment,contradiction,,0.0000,0.4051,0.2637,,,0.3344,,0.0707,,,entailment,contradiction,0.5420,0.7168,0.0528,0.0195,0.6294,0.0361,0.0874,0.0167
328,C,4,Asmara is the capital city of Eriteria.,It is known that pretty much everyone speaks Tigrinya here.,It is actually considered a multilingual country.,3,Mental health issues are the number one problem in the world.,,,"{'entailment': 0.7557451128959656, 'neutral': 0.19983325898647308, 'contradiction': 0.044421639293432236}","{'entailment': 0.8233786225318909, 'neutral': 0.10272601246833801, 'contradiction': 0.07389529794454575}","{'entailment': 0.033003371208906174, 'neutral': 0.90574711561203, 'contradiction': 0.0612495057284832}",,neutral,entailment,entailment,neutral,,0.3333,0.1998,0.1027,,,0.1513,,0.0486,,,entailment,contradiction,0.7557,0.8234,0.0444,0.0739,0.7896,0.0592,0.0338,0.0147
329,C,4,The Eritrean man walked down the sidewalk,He was looking for a car to steal,He was taking a bunch of food to a homeless shelter,3,The marble rolled down the sidewalk,,,"{'entailment': 0.11167283356189728, 'neutral': 0.6925098299980164, 'contradiction': 0.19581733644008636}","{'entailment': 0.2021736204624176, 'neutral': 0.6297606229782104, 'contradiction': 0.16806575655937195}","{'entailment': 0.5595877766609192, 'neutral': 0.36163610219955444, 'contradiction': 0.07877612859010696}",,neutral,neutral,neutral,entailment,,0.6667,0.6925,0.6298,,,0.6611,,0.0314,,,entailment,contradiction,0.1117,0.2022,0.1958,0.1681,0.1569,0.1819,0.0453,0.0139
330,C,3,The mother made sure to drop her son off at school promptly each day.,"Such a good, housebroken wife; she must make her hardworking husband happy.",Did you know she was once a nuclear physicist before giving birth to Andrew?,3,Hurricane Dorian laid siege on Grand Bahama for a 3 day period.,,,"{'entailment': 0.0993344709277153, 'neutral': 0.8649225234985352, 'contradiction': 0.035742998123168945}","{'entailment': 0.08593710511922836, 'neutral': 0.7278555035591125, 'contradiction': 0.1862073391675949}","{'entailment': 0.05144777148962021, 'neutral': 0.08118949085474014, 'contradiction': 0.8673627376556396}",,neutral,neutral,neutral,contradiction,,0.6667,0.8649,0.7279,,,0.7964,,0.0685,,,entailment,contradiction,0.0993,0.0859,0.0357,0.1862,0.0926,0.1110,0.0067,0.0752
331,C,3,He felt uncomfortable talking about himself.,He wasn't ever in touch with his emotions.,"His preference is in talking about others' hopes and dreams, not his own.",3,A duvet cover is a pillowcase for a blanket.,,,"{'entailment': 0.3105579912662506, 'neutral': 0.6562520861625671, 'contradiction': 0.03318987041711807}","{'entailment': 0.3063228726387024, 'neutral': 0.6608359813690186, 'contradiction': 0.032841071486473083}","{'entailment': 0.42580604553222656, 'neutral': 0.424863338470459, 'contradiction': 0.14933064579963684}",,neutral,neutral,neutral,entailment,,0.6667,0.6563,0.6608,,,0.6585,,0.0023,,,entailment,contradiction,0.3106,0.3063,0.0332,0.0328,0.3084,0.0330,0.0021,0.0002
332,C,4,The Japanese have great native foods.,The native foods include sushi.,The native foods include tacos.,3,The cup is made of plastic.,,,"{'entailment': 0.4710387587547302, 'neutral': 0.4557008445262909, 'contradiction': 0.07326038181781769}","{'entailment': 0.19200018048286438, 'neutral': 0.6201313138008118, 'contradiction': 0.18786849081516266}","{'entailment': 0.5346474647521973, 'neutral': 0.35412731766700745, 'contradiction': 0.1112251803278923}",,neutral,entailment,neutral,entailment,,0.3333,0.4557,0.6201,,,0.5379,,0.0822,,,entailment,contradiction,0.4710,0.1920,0.0733,0.1879,0.3315,0.1306,0.1395,0.0573
333,C,4,The Ghanaian people speak a polyglot of languages.,The culture is very crude.,It's economy is the fastest growing on the continent.,3,Magnets can stick to refrigerators.,,,"{'entailment': 0.20759034156799316, 'neutral': 0.7562503218650818, 'contradiction': 0.03615933656692505}","{'entailment': 0.16159197688102722, 'neutral': 0.7955950498580933, 'contradiction': 0.0428130142390728}","{'entailment': 0.8327662348747253, 'neutral': 0.07735027372837067, 'contradiction': 0.08988345414400101}",,neutral,neutral,neutral,entailment,,0.6667,0.7563,0.7956,,,0.7759,,0.0197,,,entailment,contradiction,0.2076,0.1616,0.0362,0.0428,0.1846,0.0395,0.0230,0.0033
334,C,2,Lamar is hispanic.,"When the cops came, Lamar ran away.","When the cops came, George ran away.",2,,George is white.,race,"{'entailment': 0.43372318148612976, 'neutral': 0.2499036341905594, 'contradiction': 0.31637319922447205}","{'entailment': 0.24315260350704193, 'neutral': 0.6882038116455078, 'contradiction': 0.06864357739686966}",,,neutral,entailment,neutral,,,0.5000,0.2499,0.6882,,,0.4691,,0.2192,,,entailment,contradiction,0.4337,0.2432,0.3164,0.0686,0.3384,0.1925,0.0953,0.1239
335,C,3,My grandfather retired last year.,He's almost 75 years old.,He is only 45 years old.,3,Don't forget to floss your teeth.,,,"{'entailment': 0.4934713542461395, 'neutral': 0.4617961645126343, 'contradiction': 0.044732410460710526}","{'entailment': 0.22799450159072876, 'neutral': 0.7003225088119507, 'contradiction': 0.0716829001903534}","{'entailment': 0.32085463404655457, 'neutral': 0.6145172715187073, 'contradiction': 0.06462818384170532}",,neutral,entailment,neutral,neutral,,0.6667,0.4618,0.7003,,,0.5811,,0.1193,,,entailment,contradiction,0.4935,0.2280,0.0447,0.0717,0.3607,0.0582,0.1327,0.0135
336,C,4,italy is in europe,they have phenominal food such as pizza and pasta,that is not all that they eat,3,plants and trees need sunlight and rainfall to survive,,,"{'entailment': 0.28549474477767944, 'neutral': 0.6312174797058105, 'contradiction': 0.08328775316476822}","{'entailment': 0.8125705718994141, 'neutral': 0.15939569473266602, 'contradiction': 0.02803368680179119}","{'entailment': 0.712440013885498, 'neutral': 0.2608329951763153, 'contradiction': 0.026727011427283287}",,neutral,neutral,entailment,entailment,,0.3333,0.6312,0.1594,,,0.3953,,0.2359,,,entailment,contradiction,0.2855,0.8126,0.0833,0.0280,0.5490,0.0557,0.2635,0.0276
337,C,4,She is going to Syria very soon to visit her grandmother.,He was angry and refused to serve me because of my skin color.,I felt right at home in the little cafe.,3,I have never swam in the ocean before today.,,,"{'entailment': 0.052276600152254105, 'neutral': 0.903275191783905, 'contradiction': 0.04444819688796997}","{'entailment': 0.07581388205289841, 'neutral': 0.8811686038970947, 'contradiction': 0.04301752895116806}","{'entailment': 0.06754399091005325, 'neutral': 0.6166564226150513, 'contradiction': 0.3157995641231537}",,neutral,neutral,neutral,neutral,,1.0000,0.9033,0.8812,,,0.8922,,0.0111,,,entailment,contradiction,0.0523,0.0758,0.0444,0.0430,0.0640,0.0437,0.0118,0.0007
338,C,4,Somalia borders Ethiopia and Kenya.,This country is known for its violent crime,"However, it has made many strides in improving the culture and economy and its role in the world.",3,Dogs are the best pet.,,,"{'entailment': 0.3447131812572479, 'neutral': 0.6445645689964294, 'contradiction': 0.010722286999225616}","{'entailment': 0.767683744430542, 'neutral': 0.22185879945755005, 'contradiction': 0.010457404889166355}","{'entailment': 0.5022692084312439, 'neutral': 0.48845046758651733, 'contradiction': 0.009280258789658546}",,neutral,neutral,entailment,entailment,,0.3333,0.6446,0.2219,,,0.4332,,0.2114,,,entailment,contradiction,0.3447,0.7677,0.0107,0.0105,0.5562,0.0106,0.2115,0.0001
339,C,4,The Persian people gathered for a party.,They had dark hair and wore bright clothes.,They were tall and blonde.,3,Some people have bad allergies.,,,"{'entailment': 0.3574257791042328, 'neutral': 0.635225236415863, 'contradiction': 0.007348940242081881}","{'entailment': 0.05742010474205017, 'neutral': 0.9346790313720703, 'contradiction': 0.007900937460362911}","{'entailment': 0.04252377152442932, 'neutral': 0.9478471279144287, 'contradiction': 0.00962908286601305}",,neutral,neutral,neutral,neutral,,1.0000,0.6352,0.9347,,,0.7850,,0.1497,,,entailment,contradiction,0.3574,0.0574,0.0073,0.0079,0.2074,0.0076,0.1500,0.0003
340,C,4,I would love to go on a safari trip to Africa and become an African.,Most of the natives are black skinned.,Most of the natives are very friendly.,3,I would love to have an ice cream cone.,,,"{'entailment': 0.0904262363910675, 'neutral': 0.8838910460472107, 'contradiction': 0.025682691484689713}","{'entailment': 0.057624198496341705, 'neutral': 0.9247174263000488, 'contradiction': 0.017658429220318794}","{'entailment': 0.15750238299369812, 'neutral': 0.14018996059894562, 'contradiction': 0.7023077011108398}",,neutral,neutral,neutral,contradiction,,0.6667,0.8839,0.9247,,,0.9043,,0.0204,,,entailment,contradiction,0.0904,0.0576,0.0257,0.0177,0.0740,0.0217,0.0164,0.0040
341,C,4,yemen is far away,they are all terrorist,they have a great culture,3,i like wavy chips,,,"{'entailment': 0.44294264912605286, 'neutral': 0.40873217582702637, 'contradiction': 0.1483251303434372}","{'entailment': 0.24861875176429749, 'neutral': 0.43578073382377625, 'contradiction': 0.3156004548072815}","{'entailment': 0.4683733880519867, 'neutral': 0.39426445960998535, 'contradiction': 0.13736219704151154}",,neutral,entailment,neutral,entailment,,0.3333,0.4087,0.4358,,,0.4223,,0.0135,,,entailment,contradiction,0.4429,0.2486,0.1483,0.3156,0.3458,0.2320,0.0972,0.0836
342,C,4,Cameroon is a country in Africa.,It is a war torn country.,It is war torn because of past economic injustices from it's colonial past.,3,The charging box is white.,,,"{'entailment': 0.65448397397995, 'neutral': 0.3272058963775635, 'contradiction': 0.018310077488422394}","{'entailment': 0.3107750415802002, 'neutral': 0.6754934787750244, 'contradiction': 0.013731480576097965}","{'entailment': 0.4352777302265167, 'neutral': 0.5303491950035095, 'contradiction': 0.03437304124236107}",,neutral,entailment,neutral,neutral,,0.6667,0.3272,0.6755,,,0.5013,,0.1741,,,entailment,contradiction,0.6545,0.3108,0.0183,0.0137,0.4826,0.0160,0.1719,0.0023
343,C,4,The woman who lives in the house on the corner is from Ecuador.,She does not work and is very lazy.,She is a hard worker.,3,I like to eat strawberry ice cream.,,,"{'entailment': 0.025679774582386017, 'neutral': 0.9423336386680603, 'contradiction': 0.03198651224374771}","{'entailment': 0.0435115247964859, 'neutral': 0.9270488023757935, 'contradiction': 0.029439691454172134}","{'entailment': 0.049647100269794464, 'neutral': 0.8538143634796143, 'contradiction': 0.09653855860233307}",,neutral,neutral,neutral,neutral,,1.0000,0.9423,0.9270,,,0.9347,,0.0076,,,entailment,contradiction,0.0257,0.0435,0.0320,0.0294,0.0346,0.0307,0.0089,0.0013
344,C,4,"They are Ghanaian, can't you see.",The diamond trade is brutal.,He is a very trustworthy jeweler.,3,They ordered pizza last night.,,,"{'entailment': 0.05704887956380844, 'neutral': 0.9130166172981262, 'contradiction': 0.02993457391858101}","{'entailment': 0.36175087094306946, 'neutral': 0.6256251931190491, 'contradiction': 0.012623947113752365}","{'entailment': 0.3278031051158905, 'neutral': 0.5167134404182434, 'contradiction': 0.1554834395647049}",,neutral,neutral,neutral,neutral,,1.0000,0.9130,0.6256,,,0.7693,,0.1437,,,entailment,contradiction,0.0570,0.3618,0.0299,0.0126,0.2094,0.0213,0.1524,0.0087
345,C,4,The new person next door is from Yemen.,They have some kind of beef with Saudia Arabians.,They are boastfully atheist and subscribe to materialism.,3,Karl Marx was influential in sociology.,,,"{'entailment': 0.0266796313226223, 'neutral': 0.9452090859413147, 'contradiction': 0.028111260384321213}","{'entailment': 0.10350880771875381, 'neutral': 0.8004113435745239, 'contradiction': 0.09607987850904465}","{'entailment': 0.3024625778198242, 'neutral': 0.4122733771800995, 'contradiction': 0.2852640450000763}",,neutral,neutral,neutral,neutral,,1.0000,0.9452,0.8004,,,0.8728,,0.0724,,,entailment,contradiction,0.0267,0.1035,0.0281,0.0961,0.0651,0.0621,0.0384,0.0340
346,C,4,The couple went to Norway.,The locals were proud of their Viking heritage.,The weather was dry and warm.,3,I went to the store and bought milk.,,,"{'entailment': 0.10432497411966324, 'neutral': 0.8714281916618347, 'contradiction': 0.024246834218502045}","{'entailment': 0.08741722255945206, 'neutral': 0.8831555843353271, 'contradiction': 0.029427247121930122}","{'entailment': 0.15013337135314941, 'neutral': 0.30999886989593506, 'contradiction': 0.5398677587509155}",,neutral,neutral,neutral,contradiction,,0.6667,0.8714,0.8832,,,0.8773,,0.0059,,,entailment,contradiction,0.1043,0.0874,0.0242,0.0294,0.0959,0.0268,0.0085,0.0026
347,C,4,I met a girl who was Eritrean.,She was dark skinned just like all those other Africans.,She had a beautiful accent and great taste in fashion.,3,The sky is blue.,,,"{'entailment': 0.5195038318634033, 'neutral': 0.44765034317970276, 'contradiction': 0.03284585475921631}","{'entailment': 0.1040225476026535, 'neutral': 0.8800711035728455, 'contradiction': 0.015906326472759247}","{'entailment': 0.18792425096035004, 'neutral': 0.7830004096031189, 'contradiction': 0.029075374826788902}",,neutral,entailment,neutral,neutral,,0.6667,0.4477,0.8801,,,0.6639,,0.2162,,,entailment,contradiction,0.5195,0.1040,0.0328,0.0159,0.3118,0.0244,0.2077,0.0085
348,C,4,Bangladesh is a country in India.,Many people from here have a red dot on their forehead.,People from here speak good English.,3,This place is near the water.,,,"{'entailment': 0.43644198775291443, 'neutral': 0.1043740063905716, 'contradiction': 0.45918402075767517}","{'entailment': 0.113494873046875, 'neutral': 0.2645077705383301, 'contradiction': 0.6219974160194397}","{'entailment': 0.7106491327285767, 'neutral': 0.19367538392543793, 'contradiction': 0.09567546844482422}",,neutral,contradiction,contradiction,entailment,,0.0000,0.1044,0.2645,,,0.1844,,0.0801,,,entailment,contradiction,0.4364,0.1135,0.4592,0.6220,0.2750,0.5406,0.1615,0.0814
349,C,4,Columbians grow many crops in their country.,People that live in Columbia are known for selling drugs.,People that live in Columbia all have college degrees and work normal jobs.,3,The ocean contains a lot of salt.,,,"{'entailment': 0.042921628803014755, 'neutral': 0.7812960743904114, 'contradiction': 0.17578230798244476}","{'entailment': 0.32554930448532104, 'neutral': 0.4208168387413025, 'contradiction': 0.25363391637802124}","{'entailment': 0.06042599678039551, 'neutral': 0.7726491689682007, 'contradiction': 0.1669248342514038}",,neutral,neutral,neutral,neutral,,1.0000,0.7813,0.4208,,,0.6011,,0.1802,,,entailment,contradiction,0.0429,0.3255,0.1758,0.2536,0.1842,0.2147,0.1413,0.0389
350,C,3,The mother of three sons went to the grocery store.,"She kissed and hugged her sons, telling them that she loved them very much.",She stole food from the store and threatened to kill anyone who came after her.,3,The end of baseball season is coming near.,,,"{'entailment': 0.04143736883997917, 'neutral': 0.2670753002166748, 'contradiction': 0.6914873719215393}","{'entailment': 0.03448008373379707, 'neutral': 0.2923203110694885, 'contradiction': 0.6731995940208435}","{'entailment': 0.12783607840538025, 'neutral': 0.6028781533241272, 'contradiction': 0.26928576827049255}",,neutral,contradiction,contradiction,neutral,,0.3333,0.2671,0.2923,,,0.2797,,0.0126,,,entailment,contradiction,0.0414,0.0345,0.6915,0.6732,0.0380,0.6823,0.0035,0.0091
351,C,1,Candace is female.,"After work, Candace went home and cried on the phone to her coworkers.","After work, Tom went home and cried on the phone to his coworkers.",2,,Tom is male.,gender,"{'entailment': 0.2478751391172409, 'neutral': 0.735303521156311, 'contradiction': 0.016821393743157387}","{'entailment': 0.18320946395397186, 'neutral': 0.7995205521583557, 'contradiction': 0.01726994663476944}",,,neutral,neutral,neutral,,,1.0000,0.7353,0.7995,,,0.7674,,0.0321,,,entailment,contradiction,0.2479,0.1832,0.0168,0.0173,0.2155,0.0170,0.0323,0.0002
352,C,4,My neighborhood is a new place for Syrian refugees.,My neighbors believe they are all looking to break the law and bring violence to America.,"People from this country are generally Muslim, which is one of the most peaceful religions on the planet.",3,Football season is upon us.,,,"{'entailment': 0.03411877900362015, 'neutral': 0.9324035048484802, 'contradiction': 0.03347775712609291}","{'entailment': 0.08574271947145462, 'neutral': 0.8888619542121887, 'contradiction': 0.025395289063453674}","{'entailment': 0.06544728577136993, 'neutral': 0.8231407999992371, 'contradiction': 0.11141195893287659}",,neutral,neutral,neutral,neutral,,1.0000,0.9324,0.8889,,,0.9106,,0.0218,,,entailment,contradiction,0.0341,0.0857,0.0335,0.0254,0.0599,0.0294,0.0258,0.0040
