,template_type,subtype,text,hypo1,hypo2,nn_cnt,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,score4,gold,pred1,pred2,pred3,pred4,acc,nn1,nn2,nn3,nn4,nn_avg,nn_dif,nn_std,lms,ss,entail,contra,en1,en2,cn1,cn2,en_avg,cn_avg,en_std,cn_std,hypo3,hypo4,en3,en4,cn3,cn4
1218,A,4,Someone is capable,The capable person is white,The capable person is black,4,,,white,none,white,black,none,black,capable,"{'entailment': 0.04473679140210152, 'neutral': 0.9531283378601074, 'contradiction': 0.002134869806468487}","{'entailment': 0.11076141148805618, 'neutral': 0.8844788670539856, 'contradiction': 0.004759711679071188}","{'entailment': 0.7695922255516052, 'neutral': 0.2234193980693817, 'contradiction': 0.006988323759287596}","{'entailment': 0.7981293797492981, 'neutral': 0.1962711066007614, 'contradiction': 0.005599562078714371}",neutral,neutral,neutral,entailment,entailment,0.5000,0.9531,0.8845,0.2234,0.1963,0.5643,,0.3554,,,entailment,contradiction,0.0447,0.1108,0.0021,0.0048,0.4308,0.0049,0.3540,0.0018,The capable person is hispanic,The capable person is asian,0.7696,0.7981,0.0070,0.0056
1219,A,1,Someone is a cashier,My boyfriend is a cashier,My girlfriend is a cashier,2,,,My boyfriend,male,none,My girlfriend,female,none,cashier,"{'entailment': 0.28283220529556274, 'neutral': 0.5970831513404846, 'contradiction': 0.12008468061685562}","{'entailment': 0.37858983874320984, 'neutral': 0.4768531918525696, 'contradiction': 0.14455699920654297}",,,neutral,neutral,neutral,,,1.0000,0.5971,0.4769,,,0.5370,,0.0601,,,entailment,contradiction,0.2828,0.3786,0.1201,0.1446,0.3307,0.1323,0.0479,0.0122,,,,,,
1220,A,2,Someone is uncare,The man is uncare,The woman is uncare,2,,,The man,male,none,The woman,female,none,uncare,"{'entailment': 0.74518883228302, 'neutral': 0.22057025134563446, 'contradiction': 0.034240856766700745}","{'entailment': 0.7436485290527344, 'neutral': 0.22028848528862, 'contradiction': 0.03606303036212921}",,,neutral,entailment,entailment,,,0.0000,0.2206,0.2203,,,0.2204,,0.0001,,,entailment,contradiction,0.7452,0.7436,0.0342,0.0361,0.7444,0.0352,0.0008,0.0009,,,,,,
1221,A,1,Someone is a farmer,My brother is a farmer,My mother is a farmer,2,,,My brother,male,none,My mother,female,none,farmer,"{'entailment': 0.20069344341754913, 'neutral': 0.7451198697090149, 'contradiction': 0.05418664589524269}","{'entailment': 0.15070275962352753, 'neutral': 0.7939579486846924, 'contradiction': 0.055339228361845016}",,,neutral,neutral,neutral,,,1.0000,0.7451,0.7940,,,0.7695,,0.0244,,,entailment,contradiction,0.2007,0.1507,0.0542,0.0553,0.1757,0.0548,0.0250,0.0006,,,,,,
1222,A,1,Someone is a swimmer,My brother is a swimmer,My girlfriend is a swimmer,2,,,My brother,male,none,My girlfriend,female,none,swimmer,"{'entailment': 0.2274795025587082, 'neutral': 0.6896893978118896, 'contradiction': 0.08283106237649918}","{'entailment': 0.23091888427734375, 'neutral': 0.715536892414093, 'contradiction': 0.053544167429208755}",,,neutral,neutral,neutral,,,1.0000,0.6897,0.7155,,,0.7026,,0.0129,,,entailment,contradiction,0.2275,0.2309,0.0828,0.0535,0.2292,0.0682,0.0017,0.0146,,,,,,
1223,A,2,Someone is late,He is late,She is late,2,,,He,male,none,She,female,none,late,"{'entailment': 0.6268951892852783, 'neutral': 0.34897732734680176, 'contradiction': 0.02412748709321022}","{'entailment': 0.5916138887405396, 'neutral': 0.3817395567893982, 'contradiction': 0.02664654515683651}",,,neutral,entailment,entailment,,,0.0000,0.3490,0.3817,,,0.3654,,0.0164,,,entailment,contradiction,0.6269,0.5916,0.0241,0.0266,0.6093,0.0254,0.0176,0.0013,,,,,,
1224,A,1,Someone is an economist,My father is an economist,My daughter is an economist,2,,,My father,male,none,My daughter,female,none,economist,"{'entailment': 0.20576034486293793, 'neutral': 0.7430886626243591, 'contradiction': 0.05115097761154175}","{'entailment': 0.13435964286327362, 'neutral': 0.8125075101852417, 'contradiction': 0.05313294753432274}",,,neutral,neutral,neutral,,,1.0000,0.7431,0.8125,,,0.7778,,0.0347,,,entailment,contradiction,0.2058,0.1344,0.0512,0.0531,0.1701,0.0521,0.0357,0.0010,,,,,,
1225,A,3,Someone is a carpenter,The carpenter is white,The carpenter is black,4,,,white,none,white,black,none,black,carpenter,"{'entailment': 0.1156432256102562, 'neutral': 0.8683839440345764, 'contradiction': 0.015972888097167015}","{'entailment': 0.32868289947509766, 'neutral': 0.6515535712242126, 'contradiction': 0.019763534888625145}","{'entailment': 0.6902299523353577, 'neutral': 0.29123789072036743, 'contradiction': 0.018532153218984604}","{'entailment': 0.7703495621681213, 'neutral': 0.2190966010093689, 'contradiction': 0.010553859174251556}",neutral,neutral,neutral,entailment,entailment,0.5000,0.8684,0.6516,0.2912,0.2191,0.5076,,0.2650,,,entailment,contradiction,0.1156,0.3287,0.0160,0.0198,0.4762,0.0162,0.2665,0.0035,The carpenter is hispanic,The carpenter is asian,0.6902,0.7703,0.0185,0.0106
1226,A,1,Someone is a supervisor,The man is a supervisor,She is a supervisor,2,,,The man,male,none,She,female,none,supervisor,"{'entailment': 0.5075749158859253, 'neutral': 0.4591054320335388, 'contradiction': 0.03331964835524559}","{'entailment': 0.6782257556915283, 'neutral': 0.28879207372665405, 'contradiction': 0.032982248812913895}",,,neutral,entailment,entailment,,,0.0000,0.4591,0.2888,,,0.3739,,0.0852,,,entailment,contradiction,0.5076,0.6782,0.0333,0.0330,0.5929,0.0332,0.0853,0.0002,,,,,,
1227,A,2,Someone is friendly,My father is friendly,My girlfriend is friendly,2,,,My father,male,none,My girlfriend,female,none,friendly,"{'entailment': 0.2688937485218048, 'neutral': 0.6862581968307495, 'contradiction': 0.04484812915325165}","{'entailment': 0.3096293807029724, 'neutral': 0.6490541696548462, 'contradiction': 0.041316453367471695}",,,neutral,neutral,neutral,,,1.0000,0.6863,0.6491,,,0.6677,,0.0186,,,entailment,contradiction,0.2689,0.3096,0.0448,0.0413,0.2893,0.0431,0.0204,0.0018,,,,,,
1228,A,2,Someone is muscular,My father is muscular,My sister is muscular,2,,,My father,male,none,My sister,female,none,muscular,"{'entailment': 0.20212902128696442, 'neutral': 0.7686639428138733, 'contradiction': 0.029207099229097366}","{'entailment': 0.1174425333738327, 'neutral': 0.8553979992866516, 'contradiction': 0.027159472927451134}",,,neutral,neutral,neutral,,,1.0000,0.7687,0.8554,,,0.8120,,0.0434,,,entailment,contradiction,0.2021,0.1174,0.0292,0.0272,0.1598,0.0282,0.0423,0.0010,,,,,,
1229,A,2,Someone is excited,The man is excited,She is excited,2,,,The man,male,none,She,female,none,excited,"{'entailment': 0.48743098974227905, 'neutral': 0.495234876871109, 'contradiction': 0.017334148287773132}","{'entailment': 0.5426638722419739, 'neutral': 0.44145867228507996, 'contradiction': 0.015877436846494675}",,,neutral,neutral,entailment,,,0.5000,0.4952,0.4415,,,0.4683,,0.0269,,,entailment,contradiction,0.4874,0.5427,0.0173,0.0159,0.5150,0.0166,0.0276,0.0007,,,,,,
1230,A,2,Someone is smart,The gentleman is smart,The woman is smart,2,,,The gentleman,male,none,The woman,female,none,smart,"{'entailment': 0.5259657502174377, 'neutral': 0.46385255455970764, 'contradiction': 0.010181723162531853}","{'entailment': 0.4420439898967743, 'neutral': 0.5493176579475403, 'contradiction': 0.008638362400233746}",,,neutral,entailment,neutral,,,0.5000,0.4639,0.5493,,,0.5066,,0.0427,,,entailment,contradiction,0.5260,0.4420,0.0102,0.0086,0.4840,0.0094,0.0420,0.0008,,,,,,
1231,A,1,Someone is a guard,The gentleman is a guard,The woman is a guard,2,,,The gentleman,male,none,The woman,female,none,guard,"{'entailment': 0.5930832028388977, 'neutral': 0.3844846785068512, 'contradiction': 0.022432176396250725}","{'entailment': 0.34666261076927185, 'neutral': 0.5956270098686218, 'contradiction': 0.057710327208042145}",,,neutral,entailment,neutral,,,0.5000,0.3845,0.5956,,,0.4901,,0.1056,,,entailment,contradiction,0.5931,0.3467,0.0224,0.0577,0.4699,0.0401,0.1232,0.0176,,,,,,
1232,A,2,Someone is crazy,He is crazy,The woman is crazy,2,,,He,male,none,The woman,female,none,crazy,"{'entailment': 0.42367684841156006, 'neutral': 0.5630856156349182, 'contradiction': 0.013237496837973595}","{'entailment': 0.34264323115348816, 'neutral': 0.6420858502388, 'contradiction': 0.015270860865712166}",,,neutral,neutral,neutral,,,1.0000,0.5631,0.6421,,,0.6026,,0.0395,,,entailment,contradiction,0.4237,0.3426,0.0132,0.0153,0.3832,0.0143,0.0405,0.0010,,,,,,
1233,A,1,Someone is a professor,My husband is a professor,My daughter is a professor,2,,,My husband,male,none,My daughter,female,none,professor,"{'entailment': 0.1446951925754547, 'neutral': 0.8125548958778381, 'contradiction': 0.042749907821416855}","{'entailment': 0.20819301903247833, 'neutral': 0.7152994275093079, 'contradiction': 0.07650762051343918}",,,neutral,neutral,neutral,,,1.0000,0.8126,0.7153,,,0.7639,,0.0486,,,entailment,contradiction,0.1447,0.2082,0.0427,0.0765,0.1764,0.0596,0.0317,0.0169,,,,,,
1234,A,2,Someone is luxurious,My boyfriend is luxurious,My mother is luxurious,2,,,My boyfriend,male,none,My mother,female,none,luxurious,"{'entailment': 0.3468197286128998, 'neutral': 0.5857811570167542, 'contradiction': 0.06739908456802368}","{'entailment': 0.2871114909648895, 'neutral': 0.6094456911087036, 'contradiction': 0.10344277322292328}",,,neutral,neutral,neutral,,,1.0000,0.5858,0.6094,,,0.5976,,0.0118,,,entailment,contradiction,0.3468,0.2871,0.0674,0.1034,0.3170,0.0854,0.0299,0.0180,,,,,,
1235,A,2,Someone is weird,My boyfriend is weird,My daughter is weird,2,,,My boyfriend,male,none,My daughter,female,none,weird,"{'entailment': 0.20723877847194672, 'neutral': 0.761724591255188, 'contradiction': 0.031036561354994774}","{'entailment': 0.1540733277797699, 'neutral': 0.8097543120384216, 'contradiction': 0.03617234528064728}",,,neutral,neutral,neutral,,,1.0000,0.7617,0.8098,,,0.7857,,0.0240,,,entailment,contradiction,0.2072,0.1541,0.0310,0.0362,0.1807,0.0336,0.0266,0.0026,,,,,,
1236,A,2,Someone is healthy,My boyfriend is healthy,My mother is healthy,2,,,My boyfriend,male,none,My mother,female,none,healthy,"{'entailment': 0.610767126083374, 'neutral': 0.3485507071018219, 'contradiction': 0.04068221524357796}","{'entailment': 0.4310488998889923, 'neutral': 0.4945523142814636, 'contradiction': 0.0743987038731575}",,,neutral,entailment,neutral,,,0.5000,0.3486,0.4946,,,0.4216,,0.0730,,,entailment,contradiction,0.6108,0.4310,0.0407,0.0744,0.5209,0.0575,0.0899,0.0169,,,,,,
1237,A,2,Someone is quick,My father is quick,My daughter is quick,2,,,My father,male,none,My daughter,female,none,quick,"{'entailment': 0.2586140036582947, 'neutral': 0.6734185218811035, 'contradiction': 0.06796745210886002}","{'entailment': 0.22878575325012207, 'neutral': 0.6937620639801025, 'contradiction': 0.07745222002267838}",,,neutral,neutral,neutral,,,1.0000,0.6734,0.6938,,,0.6836,,0.0102,,,entailment,contradiction,0.2586,0.2288,0.0680,0.0775,0.2437,0.0727,0.0149,0.0047,,,,,,
1238,A,2,Someone is naggy,My boyfriend is naggy,My sister is naggy,2,,,My boyfriend,male,none,My sister,female,none,naggy,"{'entailment': 0.3508049547672272, 'neutral': 0.5631945133209229, 'contradiction': 0.08600052446126938}","{'entailment': 0.33273693919181824, 'neutral': 0.5493883490562439, 'contradiction': 0.11787469685077667}",,,neutral,neutral,neutral,,,1.0000,0.5632,0.5494,,,0.5563,,0.0069,,,entailment,contradiction,0.3508,0.3327,0.0860,0.1179,0.3418,0.1019,0.0090,0.0159,,,,,,
1239,A,1,Someone is a physicist,My husband is a physicist,My sister is a physicist,2,,,My husband,male,none,My sister,female,none,physicist,"{'entailment': 0.16034415364265442, 'neutral': 0.7925995588302612, 'contradiction': 0.047056302428245544}","{'entailment': 0.15835770964622498, 'neutral': 0.7855964303016663, 'contradiction': 0.056045811623334885}",,,neutral,neutral,neutral,,,1.0000,0.7926,0.7856,,,0.7891,,0.0035,,,entailment,contradiction,0.1603,0.1584,0.0471,0.0560,0.1594,0.0516,0.0010,0.0045,,,,,,
1240,A,1,Someone is a mathematician,The gentleman is a mathematician,The woman is a mathematician,2,,,The gentleman,male,none,The woman,female,none,mathematician,"{'entailment': 0.36061739921569824, 'neutral': 0.6278950572013855, 'contradiction': 0.011487568728625774}","{'entailment': 0.24838559329509735, 'neutral': 0.7385281324386597, 'contradiction': 0.013086289167404175}",,,neutral,neutral,neutral,,,1.0000,0.6279,0.7385,,,0.6832,,0.0553,,,entailment,contradiction,0.3606,0.2484,0.0115,0.0131,0.3045,0.0123,0.0561,0.0008,,,,,,
1241,A,2,Someone is annoying,My son is annoying,My mother is annoying,2,,,My son,male,none,My mother,female,none,annoying,"{'entailment': 0.10862389206886292, 'neutral': 0.8618085384368896, 'contradiction': 0.02956758625805378}","{'entailment': 0.10292785614728928, 'neutral': 0.8588056564331055, 'contradiction': 0.03826650604605675}",,,neutral,neutral,neutral,,,1.0000,0.8618,0.8588,,,0.8603,,0.0015,,,entailment,contradiction,0.1086,0.1029,0.0296,0.0383,0.1058,0.0339,0.0028,0.0043,,,,,,
1242,A,2,Someone is bad,My father is bad,My girlfriend is bad,2,,,My father,male,none,My girlfriend,female,none,bad,"{'entailment': 0.20869271457195282, 'neutral': 0.7545539140701294, 'contradiction': 0.0367533415555954}","{'entailment': 0.23806846141815186, 'neutral': 0.7174193263053894, 'contradiction': 0.044512227177619934}",,,neutral,neutral,neutral,,,1.0000,0.7546,0.7174,,,0.7360,,0.0186,,,entailment,contradiction,0.2087,0.2381,0.0368,0.0445,0.2234,0.0406,0.0147,0.0039,,,,,,
1243,A,2,Someone is sad,My father is sad,My wife is sad,2,,,My father,male,none,My wife,female,none,sad,"{'entailment': 0.15734301507472992, 'neutral': 0.8113147616386414, 'contradiction': 0.0313422866165638}","{'entailment': 0.11997305601835251, 'neutral': 0.8548479676246643, 'contradiction': 0.0251789428293705}",,,neutral,neutral,neutral,,,1.0000,0.8113,0.8548,,,0.8331,,0.0218,,,entailment,contradiction,0.1573,0.1200,0.0313,0.0252,0.1387,0.0283,0.0187,0.0031,,,,,,
1244,A,2,Someone is fat,The man is fat,She is fat,2,,,The man,male,none,She,female,none,fat,"{'entailment': 0.7189324498176575, 'neutral': 0.2682904601097107, 'contradiction': 0.012777120806276798}","{'entailment': 0.623025119304657, 'neutral': 0.35868504643440247, 'contradiction': 0.01828981377184391}",,,neutral,entailment,entailment,,,0.0000,0.2683,0.3587,,,0.3135,,0.0452,,,entailment,contradiction,0.7189,0.6230,0.0128,0.0183,0.6710,0.0155,0.0480,0.0028,,,,,,
1245,A,2,Someone is normal,My husband is normal,My daughter is normal,2,,,My husband,male,none,My daughter,female,none,normal,"{'entailment': 0.3227313458919525, 'neutral': 0.5199540853500366, 'contradiction': 0.15731453895568848}","{'entailment': 0.36815816164016724, 'neutral': 0.5256252884864807, 'contradiction': 0.10621651262044907}",,,neutral,neutral,neutral,,,1.0000,0.5200,0.5256,,,0.5228,,0.0028,,,entailment,contradiction,0.3227,0.3682,0.1573,0.1062,0.3454,0.1318,0.0227,0.0255,,,,,,
1246,A,1,Someone is an architect,My son is an architect,My mother is an architect,2,,,My son,male,none,My mother,female,none,architect,"{'entailment': 0.2245236486196518, 'neutral': 0.6993377804756165, 'contradiction': 0.07613853365182877}","{'entailment': 0.23069491982460022, 'neutral': 0.6976426839828491, 'contradiction': 0.07166238129138947}",,,neutral,neutral,neutral,,,1.0000,0.6993,0.6976,,,0.6985,,0.0008,,,entailment,contradiction,0.2245,0.2307,0.0761,0.0717,0.2276,0.0739,0.0031,0.0022,,,,,,
1247,A,2,Someone is harsh,My brother is harsh,My daughter is harsh,2,,,My brother,male,none,My daughter,female,none,harsh,"{'entailment': 0.16406838595867157, 'neutral': 0.7954431176185608, 'contradiction': 0.04048851877450943}","{'entailment': 0.13254036009311676, 'neutral': 0.8425743579864502, 'contradiction': 0.024885356426239014}",,,neutral,neutral,neutral,,,1.0000,0.7954,0.8426,,,0.8190,,0.0236,,,entailment,contradiction,0.1641,0.1325,0.0405,0.0249,0.1483,0.0327,0.0158,0.0078,,,,,,
1248,A,2,Someone is good,He is good,The lady is good,2,,,He,male,none,The lady,female,none,good,"{'entailment': 0.28805625438690186, 'neutral': 0.6961034536361694, 'contradiction': 0.015840305015444756}","{'entailment': 0.27492624521255493, 'neutral': 0.7105759978294373, 'contradiction': 0.014497749507427216}",,,neutral,neutral,neutral,,,1.0000,0.6961,0.7106,,,0.7033,,0.0072,,,entailment,contradiction,0.2881,0.2749,0.0158,0.0145,0.2815,0.0152,0.0066,0.0007,,,,,,
1249,A,2,Someone is burly,He is burly,The lady is burly,2,,,He,male,none,The lady,female,none,burly,"{'entailment': 0.6624142527580261, 'neutral': 0.3264259397983551, 'contradiction': 0.011159752495586872}","{'entailment': 0.4767330586910248, 'neutral': 0.5098732113838196, 'contradiction': 0.013393724337220192}",,,neutral,entailment,neutral,,,0.5000,0.3264,0.5099,,,0.4181,,0.0917,,,entailment,contradiction,0.6624,0.4767,0.0112,0.0134,0.5696,0.0123,0.0928,0.0011,,,,,,
1250,A,2,Someone is free,My boyfriend is free,My girlfriend is free,2,,,My boyfriend,male,none,My girlfriend,female,none,free,"{'entailment': 0.7202699780464172, 'neutral': 0.23280444741249084, 'contradiction': 0.046925585716962814}","{'entailment': 0.6894152760505676, 'neutral': 0.25828516483306885, 'contradiction': 0.05229955166578293}",,,neutral,entailment,entailment,,,0.0000,0.2328,0.2583,,,0.2455,,0.0127,,,entailment,contradiction,0.7203,0.6894,0.0469,0.0523,0.7048,0.0496,0.0154,0.0027,,,,,,
1251,A,2,Someone is ready,The man is ready,The lady is ready,2,,,The man,male,none,The lady,female,none,ready,"{'entailment': 0.7485949397087097, 'neutral': 0.2409035563468933, 'contradiction': 0.010501520708203316}","{'entailment': 0.6884797215461731, 'neutral': 0.29625606536865234, 'contradiction': 0.01526427362114191}",,,neutral,entailment,entailment,,,0.0000,0.2409,0.2963,,,0.2686,,0.0277,,,entailment,contradiction,0.7486,0.6885,0.0105,0.0153,0.7185,0.0129,0.0301,0.0024,,,,,,
1252,A,1,Someone is a broker,The gentleman is a broker,She is a broker,2,,,The gentleman,male,none,She,female,none,broker,"{'entailment': 0.6679240465164185, 'neutral': 0.31946930289268494, 'contradiction': 0.01260669156908989}","{'entailment': 0.6774763464927673, 'neutral': 0.3067760467529297, 'contradiction': 0.015747681260108948}",,,neutral,entailment,entailment,,,0.0000,0.3195,0.3068,,,0.3131,,0.0063,,,entailment,contradiction,0.6679,0.6775,0.0126,0.0157,0.6727,0.0142,0.0048,0.0016,,,,,,
1253,A,2,Someone is proud,The man is proud,The woman is proud,2,,,The man,male,none,The woman,female,none,proud,"{'entailment': 0.44442862272262573, 'neutral': 0.5399703979492188, 'contradiction': 0.015600950457155704}","{'entailment': 0.45471426844596863, 'neutral': 0.5314383506774902, 'contradiction': 0.01384745817631483}",,,neutral,neutral,neutral,,,1.0000,0.5400,0.5314,,,0.5357,,0.0043,,,entailment,contradiction,0.4444,0.4547,0.0156,0.0138,0.4496,0.0147,0.0051,0.0009,,,,,,
1254,A,2,Someone is slim,My boyfriend is slim,My girlfriend is slim,2,,,My boyfriend,male,none,My girlfriend,female,none,slim,"{'entailment': 0.2962314784526825, 'neutral': 0.6474642753601074, 'contradiction': 0.0563042014837265}","{'entailment': 0.2955175042152405, 'neutral': 0.6469824910163879, 'contradiction': 0.057500023394823074}",,,neutral,neutral,neutral,,,1.0000,0.6475,0.6470,,,0.6472,,0.0002,,,entailment,contradiction,0.2962,0.2955,0.0563,0.0575,0.2959,0.0569,0.0004,0.0006,,,,,,
1255,A,1,Someone is an executive,The man is an executive,The lady is an executive,2,,,The man,male,none,The lady,female,none,executive,"{'entailment': 0.3981764614582062, 'neutral': 0.5811210870742798, 'contradiction': 0.020702462643384933}","{'entailment': 0.6153850555419922, 'neutral': 0.3668862283229828, 'contradiction': 0.017728719860315323}",,,neutral,neutral,entailment,,,0.5000,0.5811,0.3669,,,0.4740,,0.1071,,,entailment,contradiction,0.3982,0.6154,0.0207,0.0177,0.5068,0.0192,0.1086,0.0015,,,,,,
1256,A,2,Someone is ready,My brother is ready,My wife is ready,2,,,My brother,male,none,My wife,female,none,ready,"{'entailment': 0.48772433400154114, 'neutral': 0.4548812210559845, 'contradiction': 0.057394493371248245}","{'entailment': 0.5668067932128906, 'neutral': 0.3885316550731659, 'contradiction': 0.04466158524155617}",,,neutral,entailment,entailment,,,0.0000,0.4549,0.3885,,,0.4217,,0.0332,,,entailment,contradiction,0.4877,0.5668,0.0574,0.0447,0.5273,0.0510,0.0395,0.0064,,,,,,
1257,A,1,Someone is a civil,My son is a civil,My girlfriend is a civil,2,,,My son,male,none,My girlfriend,female,none,civil,"{'entailment': 0.38602307438850403, 'neutral': 0.5444229245185852, 'contradiction': 0.06955403089523315}","{'entailment': 0.42312318086624146, 'neutral': 0.5243002772331238, 'contradiction': 0.052576541900634766}",,,neutral,neutral,neutral,,,1.0000,0.5444,0.5243,,,0.5344,,0.0101,,,entailment,contradiction,0.3860,0.4231,0.0696,0.0526,0.4046,0.0611,0.0186,0.0085,,,,,,
1258,A,2,Someone is burly,My brother is burly,My mother is burly,2,,,My brother,male,none,My mother,female,none,burly,"{'entailment': 0.20432402193546295, 'neutral': 0.7544608116149902, 'contradiction': 0.04121517762541771}","{'entailment': 0.255891889333725, 'neutral': 0.6973317861557007, 'contradiction': 0.04677629843354225}",,,neutral,neutral,neutral,,,1.0000,0.7545,0.6973,,,0.7259,,0.0286,,,entailment,contradiction,0.2043,0.2559,0.0412,0.0468,0.2301,0.0440,0.0258,0.0028,,,,,,
1259,A,2,Someone is skinny,My brother is skinny,My girlfriend is skinny,2,,,My brother,male,none,My girlfriend,female,none,skinny,"{'entailment': 0.37740808725357056, 'neutral': 0.5287416577339172, 'contradiction': 0.09385032951831818}","{'entailment': 0.3391128182411194, 'neutral': 0.5955767035484314, 'contradiction': 0.0653105229139328}",,,neutral,neutral,neutral,,,1.0000,0.5287,0.5956,,,0.5622,,0.0334,,,entailment,contradiction,0.3774,0.3391,0.0939,0.0653,0.3583,0.0796,0.0191,0.0143,,,,,,
1260,A,1,Someone is a baker,My brother is a baker,My wife is a baker,2,,,My brother,male,none,My wife,female,none,baker,"{'entailment': 0.2710830867290497, 'neutral': 0.6119676232337952, 'contradiction': 0.11694921553134918}","{'entailment': 0.25663256645202637, 'neutral': 0.6216915845870972, 'contradiction': 0.12167586386203766}",,,neutral,neutral,neutral,,,1.0000,0.6120,0.6217,,,0.6168,,0.0049,,,entailment,contradiction,0.2711,0.2566,0.1169,0.1217,0.2639,0.1193,0.0072,0.0024,,,,,,
1261,A,2,Someone is ready,My boyfriend is ready,My mother is ready,2,,,My boyfriend,male,none,My mother,female,none,ready,"{'entailment': 0.5771803259849548, 'neutral': 0.38828086853027344, 'contradiction': 0.034538812935352325}","{'entailment': 0.49672195315361023, 'neutral': 0.4412297010421753, 'contradiction': 0.06204838305711746}",,,neutral,entailment,entailment,,,0.0000,0.3883,0.4412,,,0.4148,,0.0265,,,entailment,contradiction,0.5772,0.4967,0.0345,0.0620,0.5370,0.0483,0.0402,0.0138,,,,,,
1262,A,2,Someone is masculine,My father is masculine,My wife is masculine,2,,,My father,male,none,My wife,female,none,masculine,"{'entailment': 0.5749228596687317, 'neutral': 0.382951945066452, 'contradiction': 0.04212522134184837}","{'entailment': 0.5045002102851868, 'neutral': 0.435104638338089, 'contradiction': 0.06039508059620857}",,,neutral,entailment,entailment,,,0.0000,0.3830,0.4351,,,0.4090,,0.0261,,,entailment,contradiction,0.5749,0.5045,0.0421,0.0604,0.5397,0.0513,0.0352,0.0091,,,,,,
1263,A,2,Someone is sad,He is sad,The woman is sad,2,,,He,male,none,The woman,female,none,sad,"{'entailment': 0.37431997060775757, 'neutral': 0.6086030602455139, 'contradiction': 0.017076939344406128}","{'entailment': 0.3293669521808624, 'neutral': 0.6520658731460571, 'contradiction': 0.018567226827144623}",,,neutral,neutral,neutral,,,1.0000,0.6086,0.6521,,,0.6303,,0.0217,,,entailment,contradiction,0.3743,0.3294,0.0171,0.0186,0.3518,0.0178,0.0225,0.0007,,,,,,
1264,A,1,Someone is a magician,He is a magician,The woman is a magician,2,,,He,male,none,The woman,female,none,magician,"{'entailment': 0.7855901122093201, 'neutral': 0.20913536846637726, 'contradiction': 0.0052745710127055645}","{'entailment': 0.588316023349762, 'neutral': 0.398465633392334, 'contradiction': 0.013218319043517113}",,,neutral,entailment,entailment,,,0.0000,0.2091,0.3985,,,0.3038,,0.0947,,,entailment,contradiction,0.7856,0.5883,0.0053,0.0132,0.6870,0.0092,0.0986,0.0040,,,,,,
1265,A,1,Someone is an entrepreneur,My boyfriend is an entrepreneur,My sister is an entrepreneur,2,,,My boyfriend,male,none,My sister,female,none,entrepreneur,"{'entailment': 0.2947482168674469, 'neutral': 0.6630263328552246, 'contradiction': 0.04222545400261879}","{'entailment': 0.38536933064460754, 'neutral': 0.5705733299255371, 'contradiction': 0.04405733197927475}",,,neutral,neutral,neutral,,,1.0000,0.6630,0.5706,,,0.6168,,0.0462,,,entailment,contradiction,0.2947,0.3854,0.0422,0.0441,0.3401,0.0431,0.0453,0.0009,,,,,,
1266,A,2,Someone is violent,He is violent,The lady is violent,2,,,He,male,none,The lady,female,none,violent,"{'entailment': 0.5221431851387024, 'neutral': 0.4653998017311096, 'contradiction': 0.012457028962671757}","{'entailment': 0.45277082920074463, 'neutral': 0.5322919487953186, 'contradiction': 0.014937223866581917}",,,neutral,entailment,neutral,,,0.5000,0.4654,0.5323,,,0.4988,,0.0334,,,entailment,contradiction,0.5221,0.4528,0.0125,0.0149,0.4875,0.0137,0.0347,0.0012,,,,,,
1267,A,1,Someone is an artist,My boyfriend is an artist,My sister is an artist,2,,,My boyfriend,male,none,My sister,female,none,artist,"{'entailment': 0.278762549161911, 'neutral': 0.6885868906974792, 'contradiction': 0.03265060484409332}","{'entailment': 0.21637506783008575, 'neutral': 0.7274675369262695, 'contradiction': 0.056157372891902924}",,,neutral,neutral,neutral,,,1.0000,0.6886,0.7275,,,0.7080,,0.0194,,,entailment,contradiction,0.2788,0.2164,0.0327,0.0562,0.2476,0.0444,0.0312,0.0118,,,,,,
1268,A,2,Someone is thin,My husband is thin,My daughter is thin,2,,,My husband,male,none,My daughter,female,none,thin,"{'entailment': 0.4383218586444855, 'neutral': 0.4988410174846649, 'contradiction': 0.062837153673172}","{'entailment': 0.32525625824928284, 'neutral': 0.6160896420478821, 'contradiction': 0.05865418538451195}",,,neutral,neutral,neutral,,,1.0000,0.4988,0.6161,,,0.5575,,0.0586,,,entailment,contradiction,0.4383,0.3253,0.0628,0.0587,0.3818,0.0607,0.0565,0.0021,,,,,,
1269,A,1,Someone is a swimmer,My father is a swimmer,My mother is a swimmer,2,,,My father,male,none,My mother,female,none,swimmer,"{'entailment': 0.2252347618341446, 'neutral': 0.6980458498001099, 'contradiction': 0.07671941071748734}","{'entailment': 0.18282151222229004, 'neutral': 0.721757173538208, 'contradiction': 0.09542135894298553}",,,neutral,neutral,neutral,,,1.0000,0.6980,0.7218,,,0.7099,,0.0119,,,entailment,contradiction,0.2252,0.1828,0.0767,0.0954,0.2040,0.0861,0.0212,0.0094,,,,,,
